file_index,file_name,state,drift_alert,structural_drift_score,relational_stability_score,system_health,lead_time_hours,lead_time_confidence,drift_velocity,latest_instability,confidence_score,interpreted_state,regime_name,engine_ready
32,2004.02.12.15.42.39,WATCH,False,2.2708,0.3795,67,4.5,0.38,0.4955,0.5046,0.5036,EMERGING_TRANSITION,DEGRADING,True
33,2004.02.12.15.52.39,WATCH,False,2.2267,0.3679,67,,0.37,-0.044,0.4948,0.4943,EMERGING_TRANSITION,DEGRADING,True
34,2004.02.12.16.02.39,WATCH,False,2.1583,0.4212,70,,0.42,-0.0684,0.4796,0.537,EMERGING_TRANSITION,DEGRADING,True
35,2004.02.12.16.12.39,WATCH,False,2.8992,0.4473,57,2.2,0.45,0.7409,0.6443,0.5578,EMERGING_TRANSITION,DEGRADING,True
36,2004.02.12.16.22.39,WATCH,False,2.6684,0.4689,61,,0.47,-0.2308,0.593,0.5751,EMERGING_TRANSITION,DEGRADING,True
37,2004.02.12.16.32.39,WATCH,False,2.3098,0.4926,68,,0.49,-0.3586,0.5133,0.5941,EMERGING_TRANSITION,DEGRADING,True
38,2004.02.12.16.42.39,WATCH,False,2.1811,0.4417,70,,0.44,-0.1287,0.4847,0.5533,EMERGING_TRANSITION,DEGRADING,True
39,2004.02.12.16.52.39,WATCH,False,2.5701,0.4413,63,5.0,0.44,0.389,0.5711,0.553,EMERGING_TRANSITION,DEGRADING,True
40,2004.02.12.17.02.39,WATCH,False,2.4399,0.4908,66,,0.49,-0.1302,0.5422,0.5926,EMERGING_TRANSITION,DEGRADING,True
41,2004.02.12.17.12.39,WATCH,False,2.504,0.431,64,31.2,0.43,0.064,0.5564,0.5448,EMERGING_TRANSITION,DEGRADING,True
42,2004.02.12.17.22.39,WATCH,False,1.9453,0.3507,72,,0.35,-0.5586,0.4323,0.4806,EMERGING_TRANSITION,DEGRADING,True
43,2004.02.12.17.32.39,WATCH,False,2.5943,0.3314,60,2.9,0.35,0.649,0.5765,0.4651,EMERGING_TRANSITION,DEGRADING,True
44,2004.02.12.17.42.39,WATCH,False,3.1589,0.3098,49,2.4,0.35,0.5646,0.702,0.4479,EMERGING_TRANSITION,DEGRADING,True
45,2004.02.12.17.52.39,ALERT,True,3.7037,0.3694,41,1.5,0.37,0.5448,0.823,0.4956,SUSTAINED_TRANSITION,INSTABILITY_REGIME,True
46,2004.02.12.18.02.39,WATCH,False,2.9349,0.4913,57,,0.49,-0.7689,0.6522,0.5931,EMERGING_TRANSITION,DEGRADING,True
47,2004.02.12.18.12.39,WATCH,False,2.5218,0.4428,63,,0.44,-0.413,0.5604,0.5542,EMERGING_TRANSITION,DEGRADING,True
48,2004.02.12.18.22.39,WATCH,False,2.9047,0.3735,55,4.2,0.37,0.3829,0.6455,0.4988,EMERGING_TRANSITION,DEGRADING,True
49,2004.02.12.18.32.39,WATCH,False,2.7943,0.3382,56,,0.35,-0.1104,0.621,0.4705,EMERGING_TRANSITION,DEGRADING,True
50,2004.02.12.18.42.39,WATCH,False,2.7748,0.3138,56,,0.35,-0.0195,0.6166,0.451,EMERGING_TRANSITION,DEGRADING,True
51,2004.02.12.18.52.39,WATCH,False,2.4597,0.3734,63,,0.37,-0.3151,0.5466,0.4987,EMERGING_TRANSITION,DEGRADING,True
52,2004.02.12.19.02.39,WATCH,False,3.1184,0.5349,55,2.1,0.53,0.6587,0.693,0.6279,EMERGING_TRANSITION,DEGRADING,True
53,2004.02.12.19.12.39,WATCH,False,3.3847,0.5908,51,4.2,0.59,0.2663,0.7522,0.6726,EMERGING_TRANSITION,DEGRADING,True
54,2004.02.12.19.22.39,ALERT,True,5.7619,0.4616,29,0.0,0.46,2.3772,1.0,0.5693,SUSTAINED_TRANSITION,INSTABILITY_REGIME,True
55,2004.02.12.19.32.39,WATCH,False,2.8375,0.3821,57,,0.38,-2.9244,0.6305,0.5057,EMERGING_TRANSITION,DEGRADING,True
56,2004.02.12.19.42.39,WATCH,False,2.8398,0.3595,56,,0.36,0.0024,0.6311,0.4876,EMERGING_TRANSITION,DEGRADING,True
57,2004.02.12.19.52.39,WATCH,False,2.8406,0.3842,57,,0.38,0.0007,0.6312,0.5074,EMERGING_TRANSITION,DEGRADING,True
58,2004.02.12.20.02.39,WATCH,False,3.2507,0.4333,50,3.0,0.43,0.4101,0.7224,0.5466,EMERGING_TRANSITION,DEGRADING,True
59,2004.02.12.20.12.39,WATCH,False,2.0703,0.4257,71,,0.43,-1.1804,0.4601,0.5405,EMERGING_TRANSITION,DEGRADING,True
60,2004.02.12.20.22.39,WATCH,False,2.8408,0.3732,56,2.2,0.37,0.7705,0.6313,0.4986,EMERGING_TRANSITION,DEGRADING,True
61,2004.02.12.20.32.39,WATCH,False,3.4744,0.384,45,1.6,0.38,0.6336,0.7721,0.5072,EMERGING_TRANSITION,DEGRADING,True
62,2004.02.12.20.42.39,WATCH,False,2.3499,0.3839,65,,0.38,-1.1244,0.5222,0.5071,EMERGING_TRANSITION,DEGRADING,True
63,2004.02.12.20.52.39,WATCH,False,2.4474,0.3571,63,21.0,0.36,0.0975,0.5439,0.4857,EMERGING_TRANSITION,DEGRADING,True
64,2004.02.12.21.02.39,WATCH,False,2.5923,0.3971,61,13.2,0.4,0.1449,0.5761,0.5177,EMERGING_TRANSITION,DEGRADING,True
65,2004.02.12.21.12.39,WATCH,False,2.3685,0.4651,67,,0.47,-0.2238,0.5263,0.5721,EMERGING_TRANSITION,DEGRADING,True
66,2004.02.12.21.22.39,WATCH,False,2.7906,0.4177,58,4.0,0.42,0.4221,0.6201,0.5342,EMERGING_TRANSITION,DEGRADING,True
67,2004.02.12.21.32.39,WATCH,False,2.6707,0.4542,61,,0.45,-0.1198,0.5935,0.5633,EMERGING_TRANSITION,DEGRADING,True
68,2004.02.12.21.42.39,WATCH,False,3.7046,0.5345,44,0.8,0.53,1.0338,0.8232,0.6276,EMERGING_TRANSITION,DEGRADING,True
69,2004.02.12.21.52.39,WATCH,False,2.5159,0.422,63,,0.42,-1.1886,0.5591,0.5376,EMERGING_TRANSITION,DEGRADING,True
70,2004.02.12.22.02.39,WATCH,False,3.739,0.3679,40,0.6,0.37,1.223,0.8309,0.4943,EMERGING_TRANSITION,DEGRADING,True
71,2004.02.12.22.12.39,WATCH,False,3.9652,0.4081,37,2.4,0.41,0.2262,0.8812,0.5265,EMERGING_TRANSITION,DEGRADING,True
72,2004.02.12.22.22.39,WATCH,False,2.9861,0.3641,54,,0.36,-0.9791,0.6636,0.4912,EMERGING_TRANSITION,DEGRADING,True
73,2004.02.12.22.32.39,WATCH,False,3.9999,0.3059,34,0.5,0.35,1.0138,0.8889,0.4447,EMERGING_TRANSITION,DEGRADING,True
74,2004.02.12.22.42.39,WATCH,False,4.5165,0.3141,26,0.0,0.35,0.5166,1.0,0.4513,EMERGING_TRANSITION,DEGRADING,True
75,2004.02.12.22.52.39,WATCH,False,5.3198,0.3113,26,0.0,0.35,0.8033,1.0,0.4491,EMERGING_TRANSITION,DEGRADING,True
76,2004.02.12.23.02.39,WATCH,False,4.7974,0.3244,26,,0.35,-0.5224,1.0,0.4595,EMERGING_TRANSITION,DEGRADING,True
77,2004.02.12.23.12.39,WATCH,False,5.0613,0.3317,27,0.0,0.35,0.2639,1.0,0.4654,EMERGING_TRANSITION,DEGRADING,True
78,2004.02.12.23.22.39,WATCH,False,2.9368,0.3408,54,,0.35,-2.1245,0.6526,0.4727,EMERGING_TRANSITION,DEGRADING,True
79,2004.02.12.23.32.39,WATCH,False,3.4342,0.3701,46,2.1,0.37,0.4974,0.7632,0.4961,EMERGING_TRANSITION,DEGRADING,True
80,2004.02.12.23.42.39,WATCH,False,3.7708,0.3995,40,2.2,0.4,0.3366,0.838,0.5196,EMERGING_TRANSITION,DEGRADING,True
81,2004.02.12.23.52.39,WATCH,False,3.0769,0.4761,54,,0.48,-0.6939,0.6838,0.5809,EMERGING_TRANSITION,DEGRADING,True
82,2004.02.13.00.02.39,WATCH,False,2.7649,0.4632,59,,0.46,-0.312,0.6144,0.5706,EMERGING_TRANSITION,DEGRADING,True
83,2004.02.13.00.12.39,WATCH,False,2.836,0.3711,56,23.4,0.37,0.0711,0.6302,0.4969,EMERGING_TRANSITION,DEGRADING,True
84,2004.02.13.00.22.39,WATCH,False,3.3388,0.3537,47,2.3,0.35,0.5029,0.742,0.4829,EMERGING_TRANSITION,DEGRADING,True
85,2004.02.13.00.32.39,WATCH,False,3.5697,0.3469,43,4.0,0.35,0.2309,0.7933,0.4775,EMERGING_TRANSITION,DEGRADING,True
86,2004.02.13.00.42.39,WATCH,False,3.6699,0.3388,41,8.3,0.35,0.1002,0.8155,0.471,EMERGING_TRANSITION,DEGRADING,True
87,2004.02.13.00.52.39,WATCH,False,7.4705,0.4176,28,0.0,0.42,3.8006,1.0,0.5341,EMERGING_TRANSITION,DEGRADING,True
88,2004.02.13.01.02.39,WATCH,False,5.0106,0.4321,29,,0.43,-2.4599,1.0,0.5457,EMERGING_TRANSITION,DEGRADING,True
89,2004.02.13.01.12.39,WATCH,False,5.8191,0.3795,28,0.0,0.38,0.8085,1.0,0.5036,EMERGING_TRANSITION,DEGRADING,True
90,2004.02.13.01.22.39,WATCH,False,3.1889,0.37,50,,0.37,-2.6302,0.7087,0.496,EMERGING_TRANSITION,DEGRADING,True
91,2004.02.13.01.32.39,WATCH,False,2.8888,0.3172,54,,0.35,-0.3001,0.642,0.4538,EMERGING_TRANSITION,DEGRADING,True
92,2004.02.13.01.42.39,WATCH,False,7.3826,0.3532,27,0.0,0.35,4.4938,1.0,0.4826,EMERGING_TRANSITION,DEGRADING,True
93,2004.02.13.01.52.39,WATCH,False,5.0653,0.4366,29,,0.44,-2.3173,1.0,0.5493,EMERGING_TRANSITION,DEGRADING,True
94,2004.02.13.02.02.39,WATCH,False,3.6939,0.3604,41,,0.36,-1.3714,0.8209,0.4883,EMERGING_TRANSITION,DEGRADING,True
95,2004.02.13.02.12.39,WATCH,False,4.4985,0.3413,27,0.0,0.35,0.8047,0.9997,0.473,EMERGING_TRANSITION,DEGRADING,True
96,2004.02.13.02.22.39,WATCH,False,3.2234,0.307,48,,0.35,-1.2751,0.7163,0.4456,EMERGING_TRANSITION,DEGRADING,True
97,2004.02.13.02.32.39,WATCH,False,4.5191,0.2473,25,0.0,0.35,1.2957,1.0,0.3978,EMERGING_TRANSITION,DEGRADING,True
98,2004.02.13.02.42.39,WATCH,False,4.9492,0.3046,26,0.0,0.35,0.4301,1.0,0.4437,EMERGING_TRANSITION,DEGRADING,True
99,2004.02.13.02.52.39,WATCH,False,4.6524,0.4315,29,,0.43,-0.2968,1.0,0.5452,EMERGING_TRANSITION,DEGRADING,True
100,2004.02.13.03.02.39,WATCH,False,3.9572,0.4566,38,,0.46,-0.6952,0.8794,0.5653,EMERGING_TRANSITION,DEGRADING,True
101,2004.02.13.03.12.39,WATCH,False,2.8289,0.4309,58,,0.43,-1.1283,0.6287,0.5447,EMERGING_TRANSITION,DEGRADING,True
102,2004.02.13.03.22.39,WATCH,False,4.0204,0.377,35,0.4,0.38,1.1914,0.8934,0.5016,EMERGING_TRANSITION,DEGRADING,True
103,2004.02.13.03.32.39,WATCH,False,3.618,0.3375,42,,0.35,-0.4024,0.804,0.47,EMERGING_TRANSITION,DEGRADING,True
104,2004.02.13.03.42.39,WATCH,False,4.0365,0.3305,34,1.1,0.35,0.4185,0.897,0.4644,EMERGING_TRANSITION,DEGRADING,True
105,2004.02.13.03.52.39,WATCH,False,3.9553,0.3419,36,,0.35,-0.0811,0.879,0.4736,EMERGING_TRANSITION,DEGRADING,True
106,2004.02.13.04.02.39,WATCH,False,3.6973,0.3601,41,,0.36,-0.2581,0.8216,0.4881,EMERGING_TRANSITION,DEGRADING,True
107,2004.02.13.04.12.39,WATCH,False,3.4022,0.3864,46,,0.39,-0.295,0.7561,0.5091,EMERGING_TRANSITION,DEGRADING,True
108,2004.02.13.04.22.39,WATCH,False,3.3209,0.4096,48,,0.41,-0.0814,0.738,0.5277,EMERGING_TRANSITION,DEGRADING,True
109,2004.02.13.04.32.39,WATCH,False,4.4558,0.4421,29,0.0,0.44,1.1349,0.9902,0.5536,EMERGING_TRANSITION,DEGRADING,True
110,2004.02.13.04.42.39,WATCH,False,3.2591,0.4421,50,,0.44,-1.1967,0.7242,0.5537,EMERGING_TRANSITION,DEGRADING,True
111,2004.02.13.04.52.39,WATCH,False,3.483,0.3832,45,4.5,0.38,0.2239,0.774,0.5065,EMERGING_TRANSITION,DEGRADING,True
112,2004.02.13.05.02.39,WATCH,False,3.3048,0.3446,47,,0.35,-0.1782,0.7344,0.4757,EMERGING_TRANSITION,DEGRADING,True
113,2004.02.13.05.12.39,WATCH,False,2.7498,0.3428,57,,0.35,-0.555,0.6111,0.4743,EMERGING_TRANSITION,DEGRADING,True
114,2004.02.13.05.22.39,WATCH,False,3.7873,0.3416,39,0.7,0.35,1.0375,0.8416,0.4733,EMERGING_TRANSITION,DEGRADING,True
115,2004.02.13.05.32.39,WATCH,False,3.495,0.3876,45,,0.39,-0.2923,0.7767,0.5101,EMERGING_TRANSITION,DEGRADING,True
116,2004.02.13.05.42.39,WATCH,False,2.7203,0.4313,60,,0.43,-0.7747,0.6045,0.545,EMERGING_TRANSITION,DEGRADING,True
117,2004.02.13.05.52.39,STABLE,False,3.2157,0.3999,50,2.6,0.4,0.4954,0.7146,0.5199,STABLE_FLOW,NOMINAL,True
118,2004.02.13.06.02.39,WATCH,False,2.8069,0.4068,58,,0.41,-0.4088,0.6238,0.5255,EMERGING_TRANSITION,DEGRADING,True
119,2004.02.13.06.12.39,WATCH,False,3.0915,0.4231,53,4.9,0.42,0.2846,0.687,0.5385,EMERGING_TRANSITION,DEGRADING,True
120,2004.02.13.06.22.39,WATCH,False,3.0086,0.4398,55,,0.44,-0.083,0.6686,0.5518,EMERGING_TRANSITION,DEGRADING,True
121,2004.02.13.06.32.39,WATCH,False,5.6097,0.5306,31,0.0,0.53,2.6011,1.0,0.6244,EMERGING_TRANSITION,DEGRADING,True
122,2004.02.13.06.42.39,WATCH,False,3.5738,0.5464,47,,0.55,-2.0358,0.7942,0.6371,EMERGING_TRANSITION,DEGRADING,True
123,2004.02.13.06.52.39,WATCH,False,4.0143,0.4612,37,1.1,0.46,0.4405,0.8921,0.5689,EMERGING_TRANSITION,DEGRADING,True
124,2004.02.13.07.02.39,WATCH,False,2.7768,0.3965,58,,0.4,-1.2375,0.6171,0.5172,EMERGING_TRANSITION,DEGRADING,True
125,2004.02.13.07.12.39,WATCH,False,3.7776,0.3462,39,0.7,0.35,1.0009,0.8395,0.4769,EMERGING_TRANSITION,DEGRADING,True
126,2004.02.13.07.22.39,WATCH,False,4.8705,0.3578,27,0.0,0.36,1.0929,1.0,0.4862,EMERGING_TRANSITION,DEGRADING,True
127,2004.02.13.07.32.39,WATCH,False,3.7898,0.3654,39,,0.37,-1.0807,0.8422,0.4923,EMERGING_TRANSITION,DEGRADING,True
128,2004.02.13.07.42.39,WATCH,False,3.4187,0.3217,45,,0.35,-0.3711,0.7597,0.4574,EMERGING_TRANSITION,DEGRADING,True
129,2004.02.13.07.52.39,WATCH,False,4.2017,0.3485,31,0.4,0.35,0.783,0.9337,0.4788,EMERGING_TRANSITION,DEGRADING,True
130,2004.02.13.08.02.39,ALERT,True,6.8077,0.3879,28,0.0,0.39,2.606,1.0,0.5103,SUSTAINED_TRANSITION,INSTABILITY_REGIME,True
131,2004.02.13.08.12.39,ALERT,True,5.6333,0.3443,27,,0.35,-1.1744,1.0,0.4755,SUSTAINED_TRANSITION,INSTABILITY_REGIME,True
132,2004.02.13.08.22.39,WATCH,False,3.301,0.3377,47,,0.35,-2.3323,0.7336,0.4702,EMERGING_TRANSITION,DEGRADING,True
133,2004.02.13.08.32.39,WATCH,False,3.9729,0.3466,35,0.8,0.35,0.6718,0.8829,0.4773,EMERGING_TRANSITION,DEGRADING,True
134,2004.02.13.08.42.39,WATCH,False,2.7172,0.2958,57,,0.35,-1.2557,0.6038,0.4367,EMERGING_TRANSITION,DEGRADING,True
135,2004.02.13.08.52.39,WATCH,False,3.6168,0.3069,41,1.0,0.35,0.8996,0.8037,0.4455,EMERGING_TRANSITION,DEGRADING,True
136,2004.02.13.09.02.39,WATCH,False,2.7482,0.4129,59,,0.41,-0.8686,0.6107,0.5303,EMERGING_TRANSITION,DEGRADING,True
137,2004.02.13.09.12.39,WATCH,False,2.6533,0.414,61,,0.41,-0.0949,0.5896,0.5312,EMERGING_TRANSITION,DEGRADING,True
138,2004.02.13.09.22.39,WATCH,False,3.0511,0.3626,52,3.6,0.36,0.3978,0.678,0.49,EMERGING_TRANSITION,DEGRADING,True
139,2004.02.13.09.32.39,WATCH,False,2.9887,0.3606,53,,0.36,-0.0624,0.6642,0.4885,EMERGING_TRANSITION,DEGRADING,True
140,2004.02.13.09.42.39,WATCH,False,3.304,0.3528,48,3.8,0.35,0.3153,0.7342,0.4823,EMERGING_TRANSITION,DEGRADING,True
141,2004.02.13.09.52.39,WATCH,False,3.7453,0.3572,40,1.7,0.36,0.4414,0.8323,0.4858,EMERGING_TRANSITION,DEGRADING,True
142,2004.02.13.10.02.39,WATCH,False,2.6833,0.4118,60,,0.41,-1.062,0.5963,0.5294,EMERGING_TRANSITION,DEGRADING,True
143,2004.02.13.10.12.39,WATCH,False,3.293,0.5494,52,2.0,0.55,0.6097,0.7318,0.6395,EMERGING_TRANSITION,DEGRADING,True
144,2004.02.13.10.22.39,WATCH,False,2.9788,0.5642,58,,0.56,-0.3143,0.662,0.6514,EMERGING_TRANSITION,DEGRADING,True
145,2004.02.13.10.32.39,WATCH,False,3.0068,0.4366,55,53.4,0.44,0.028,0.6682,0.5493,EMERGING_TRANSITION,DEGRADING,True
146,2004.02.13.10.42.39,WATCH,False,3.8299,0.3744,39,0.8,0.37,0.8231,0.8511,0.4995,EMERGING_TRANSITION,DEGRADING,True
147,2004.02.13.10.52.39,WATCH,False,3.9532,0.3192,35,4.4,0.35,0.1233,0.8785,0.4554,EMERGING_TRANSITION,DEGRADING,True
148,2004.02.13.11.02.39,WATCH,False,3.9758,0.2725,34,23.2,0.35,0.0226,0.8835,0.418,EMERGING_TRANSITION,DEGRADING,True
149,2004.02.13.11.12.39,WATCH,False,6.389,0.3066,26,0.0,0.35,2.4132,1.0,0.4453,EMERGING_TRANSITION,DEGRADING,True
150,2004.02.13.11.22.39,WATCH,False,6.1509,0.3377,27,,0.35,-0.2381,1.0,0.4701,EMERGING_TRANSITION,DEGRADING,True
151,2004.02.13.11.32.39,WATCH,False,5.311,0.3229,26,,0.35,-0.8399,1.0,0.4583,EMERGING_TRANSITION,DEGRADING,True
152,2004.02.13.11.42.39,WATCH,False,4.2009,0.391,32,,0.39,-1.1101,0.9335,0.5128,EMERGING_TRANSITION,DEGRADING,True
153,2004.02.13.11.52.39,WATCH,False,3.1709,0.4007,51,,0.4,-1.03,0.7047,0.5206,EMERGING_TRANSITION,DEGRADING,True
154,2004.02.13.12.02.39,WATCH,False,2.7659,0.3391,57,,0.35,-0.405,0.6147,0.4713,EMERGING_TRANSITION,DEGRADING,True
155,2004.02.13.12.12.39,WATCH,False,3.1563,0.3397,50,3.4,0.35,0.3904,0.7014,0.4717,EMERGING_TRANSITION,DEGRADING,True
156,2004.02.13.12.22.39,WATCH,False,4.2492,0.3695,31,0.2,0.37,1.0928,0.9443,0.4956,EMERGING_TRANSITION,DEGRADING,True
157,2004.02.13.12.32.39,WATCH,False,3.8204,0.4007,39,,0.4,-0.4288,0.849,0.5205,EMERGING_TRANSITION,DEGRADING,True
158,2004.02.13.12.42.39,WATCH,False,4.1946,0.4567,34,0.8,0.46,0.3743,0.9321,0.5654,EMERGING_TRANSITION,DEGRADING,True
159,2004.02.13.12.52.39,WATCH,False,2.6502,0.4578,61,,0.46,-1.5444,0.5889,0.5662,EMERGING_TRANSITION,DEGRADING,True
160,2004.02.13.13.02.39,WATCH,False,4.5082,0.4148,28,0.0,0.41,1.858,1.0,0.5318,EMERGING_TRANSITION,DEGRADING,True
161,2004.02.13.13.12.39,WATCH,False,3.6212,0.3502,42,,0.35,-0.8869,0.8047,0.4802,EMERGING_TRANSITION,DEGRADING,True
162,2004.02.13.13.22.39,WATCH,False,4.7533,0.3203,26,0.0,0.35,1.132,1.0,0.4562,EMERGING_TRANSITION,DEGRADING,True
163,2004.02.13.13.32.39,WATCH,False,4.5681,0.3513,27,,0.35,-0.1851,1.0,0.4811,EMERGING_TRANSITION,DEGRADING,True
164,2004.02.13.13.42.39,WATCH,False,3.1325,0.3292,50,,0.35,-1.4357,0.6961,0.4634,EMERGING_TRANSITION,DEGRADING,True
165,2004.02.13.13.52.39,WATCH,False,3.6584,0.2982,40,1.6,0.35,0.5259,0.813,0.4386,EMERGING_TRANSITION,DEGRADING,True
166,2004.02.13.14.02.39,WATCH,False,3.0039,0.3105,52,,0.35,-0.6544,0.6675,0.4484,EMERGING_TRANSITION,DEGRADING,True
167,2004.02.13.14.12.39,WATCH,False,4.327,0.3154,28,0.1,0.35,1.3231,0.9616,0.4524,EMERGING_TRANSITION,DEGRADING,True
168,2004.02.13.14.22.39,WATCH,False,3.4474,0.3677,45,,0.37,-0.8797,0.7661,0.4942,EMERGING_TRANSITION,DEGRADING,True
169,2004.02.13.14.32.39,WATCH,False,4.624,0.4365,29,0.0,0.44,1.1766,1.0,0.5492,EMERGING_TRANSITION,DEGRADING,True
170,2004.02.13.14.42.39,WATCH,False,4.3277,0.4635,31,,0.46,-0.2963,0.9617,0.5708,EMERGING_TRANSITION,DEGRADING,True
171,2004.02.13.14.52.39,WATCH,False,4.4269,0.4785,30,0.7,0.48,0.0992,0.9838,0.5828,EMERGING_TRANSITION,DEGRADING,True
172,2004.02.13.15.02.39,WATCH,False,3.4135,0.4453,47,,0.45,-1.0135,0.7586,0.5562,EMERGING_TRANSITION,DEGRADING,True
173,2004.02.13.15.12.39,WATCH,False,4.7175,0.4146,28,0.0,0.41,1.304,1.0,0.5317,EMERGING_TRANSITION,DEGRADING,True
174,2004.02.13.15.22.39,WATCH,False,4.2493,0.4159,32,,0.42,-0.4682,0.9443,0.5327,EMERGING_TRANSITION,DEGRADING,True
175,2004.02.13.15.32.39,WATCH,False,4.2448,0.3971,32,,0.4,-0.0045,0.9433,0.5177,EMERGING_TRANSITION,DEGRADING,True
176,2004.02.13.15.42.39,WATCH,False,3.75,0.3733,40,,0.37,-0.4948,0.8333,0.4986,EMERGING_TRANSITION,DEGRADING,True
177,2004.02.13.15.52.39,WATCH,False,4.1943,0.4173,33,0.7,0.42,0.4443,0.9321,0.5338,EMERGING_TRANSITION,DEGRADING,True
178,2004.02.13.16.02.39,WATCH,False,3.7088,0.4609,42,,0.46,-0.4854,0.8242,0.5688,EMERGING_TRANSITION,DEGRADING,True
179,2004.02.13.16.12.39,WATCH,False,3.658,0.472,44,,0.47,-0.0508,0.8129,0.5776,EMERGING_TRANSITION,DEGRADING,True
180,2004.02.13.16.22.39,WATCH,False,3.7697,0.4726,42,6.5,0.47,0.1116,0.8377,0.5781,EMERGING_TRANSITION,DEGRADING,True
181,2004.02.13.16.32.39,WATCH,False,5.2552,0.4857,30,0.0,0.49,1.4855,1.0,0.5885,EMERGING_TRANSITION,DEGRADING,True
