unit,cycle,state,drift_alert,structural_drift_score,lead_time_hours,lead_time_confidence,system_health,drift_smooth,ims_policy_state,ims_policy_alert,ims_policy_watch,ims_watch_threshold,ims_alert_threshold
1,67,WATCH,False,865953.9855,0.0,0.35,20,819286.227464,STABLE,False,False,846593.566956,853788.0827694
1,68,WATCH,False,893671.128,0.0,0.35,20,825701.090792,STABLE,False,False,846593.566956,853788.0827694
1,69,WATCH,False,935382.1591,0.0,0.35,20,834504.3121359999,STABLE,False,False,846593.566956,853788.0827694
1,70,WATCH,False,893385.3844,,0.35,20,839226.4131840001,STABLE,False,False,846593.566956,853788.0827694
1,71,WATCH,False,819088.8336,,0.35,20,841331.1656000001,STABLE,False,False,846593.566956,853788.0827694
1,72,WATCH,False,807318.8248,,0.35,20,842876.720372,STABLE,False,False,846593.566956,853788.0827694
1,73,WATCH,False,770131.8152,,0.35,20,840576.62558,STABLE,False,False,846593.566956,853788.0827694
1,74,WATCH,False,718774.8469,,0.35,20,837137.710288,STABLE,False,False,846593.566956,853788.0827694
1,75,WATCH,False,785089.2926,0.0,0.35,20,837857.300168,STABLE,False,False,846593.566956,853788.0827694
1,76,WATCH,False,853383.2379,0.0,0.35,20,839713.82094,STABLE,False,False,846593.566956,853788.0827694
1,77,WATCH,False,863931.3238,0.0,0.35,20,839006.7483079999,STABLE,False,False,846593.566956,853788.0827694
1,78,WATCH,False,906722.8376,0.0,0.35,20,837801.9380839999,STABLE,False,False,846593.566956,853788.0827694
1,79,WATCH,False,895939.9256,,0.35,20,837230.22726,STABLE,False,False,846593.566956,853788.0827694
1,80,WATCH,False,866401.3243,,0.35,20,838429.00404,STABLE,False,False,846593.566956,853788.0827694
1,81,WATCH,False,864297.9692,,0.35,20,842122.8569160001,STABLE,False,False,846593.566956,853788.0827694
1,82,WATCH,False,854940.7951,,0.35,20,847218.992024,STABLE,False,False,846593.566956,853788.0827694
1,83,WATCH,False,867713.6216,0.0,0.35,20,852694.6701519999,STABLE,False,False,846593.566956,853788.0827694
1,84,WATCH,False,881851.1169,0.0,0.35,20,856113.4170280001,STABLE,False,False,846593.566956,853788.0827694
1,85,WATCH,False,850482.961,,0.35,20,855289.29158,STABLE,False,False,846593.566956,853788.0827694
1,86,WATCH,False,795847.1461,,0.35,20,852150.9275079999,WATCH,False,True,846593.566956,853788.0827694
1,87,WATCH,False,816169.148,0.0,0.35,20,849757.7412720001,WATCH,False,True,846593.566956,853788.0827694
1,88,WATCH,False,843310.1329,0.0,0.35,20,847392.7056280001,WATCH,False,True,846593.566956,853788.0827694
1,89,STABLE,False,795522.9897,,0.35,20,845223.0109839999,WATCH,False,True,846593.566956,853788.0827694
1,90,STABLE,False,796455.6529,0.0,0.35,20,844120.038744,WATCH,False,True,846593.566956,853788.0827694
1,91,WATCH,False,804152.0588,0.0,0.35,20,841836.74046,STABLE,False,False,846593.566956,853788.0827694
1,92,WATCH,False,772089.7322,,0.35,20,838082.1703280001,STABLE,False,False,846593.566956,853788.0827694
1,93,WATCH,False,824588.6866,0.0,0.35,20,835318.8726720001,STABLE,False,False,846593.566956,853788.0827694
1,94,WATCH,False,892360.0628,0.0,0.35,20,833597.98882,STABLE,False,False,846593.566956,853788.0827694
1,95,WATCH,False,910466.7583,0.0,0.35,20,834281.243776,STABLE,False,False,846593.566956,853788.0827694
1,96,WATCH,False,919407.0465,0.0,0.35,20,838293.972292,STABLE,False,False,846593.566956,853788.0827694
1,97,WATCH,False,874556.4141,,0.35,20,840983.475864,STABLE,False,False,846593.566956,853788.0827694
1,98,WATCH,False,846084.6687,,0.35,20,844021.5900039999,STABLE,False,False,846593.566956,853788.0827694
1,99,WATCH,False,849795.5341,0.0,0.35,20,849262.417492,STABLE,False,False,846593.566956,853788.0827694
1,100,WATCH,False,824078.2949,,0.35,20,850821.977584,STABLE,False,False,846593.566956,853788.0827694
1,101,WATCH,False,851649.5028,0.0,0.35,20,850752.6281799999,STABLE,False,False,846593.566956,853788.0827694
1,102,WATCH,False,889342.9759,0.0,0.35,20,851769.0942640001,STABLE,False,False,846593.566956,853788.0827694
1,103,WATCH,False,867585.6317,,0.35,20,850203.6060280001,WATCH,False,True,846593.566956,853788.0827694
1,104,STABLE,False,896707.165,0.0,0.35,20,850234.2956040001,WATCH,False,True,846593.566956,853788.0827694
1,105,STABLE,False,882332.8725,,0.35,20,850871.5575319999,WATCH,False,True,846593.566956,853788.0827694
1,106,STABLE,False,813439.4918,,0.35,20,848837.2184359999,WATCH,False,True,846593.566956,853788.0827694
1,107,STABLE,False,797479.1517,,0.35,20,846538.7527,WATCH,False,True,846593.566956,853788.0827694
1,108,STABLE,False,764807.3421,,0.35,20,842422.50152,WATCH,False,True,846593.566956,853788.0827694
1,109,STABLE,False,760244.4165,,0.35,20,837558.233504,WATCH,False,True,846593.566956,853788.0827694
1,110,STABLE,False,839109.2693,0.0,0.35,20,837103.285836,STABLE,False,False,846593.566956,853788.0827694
1,111,STABLE,False,876162.1149,0.0,0.35,20,840315.884588,STABLE,False,False,846593.566956,853788.0827694
1,112,STABLE,False,862523.0406,,0.35,20,842170.040292,STABLE,False,False,846593.566956,853788.0827694
1,113,STABLE,False,851671.8364,,0.35,20,842504.508432,STABLE,False,False,846593.566956,853788.0827694
1,114,STABLE,False,851084.8351,,0.35,20,844726.9822479999,STABLE,False,False,846593.566956,853788.0827694
1,115,STABLE,False,881762.6818,0.0,0.35,20,848139.263404,STABLE,False,False,846593.566956,853788.0827694
1,116,STABLE,False,878056.066,,0.35,20,851095.4236919999,STABLE,False,False,846593.566956,853788.0827694
1,117,STABLE,False,863938.1593,,0.35,20,854769.3607760001,STABLE,False,False,846593.566956,853788.0827694
1,118,STABLE,False,857655.1166,,0.35,20,856092.017976,STABLE,False,False,846593.566956,853788.0827694
1,119,WATCH,False,836251.7404,,0.35,20,853847.68508,ALERT,True,False,846593.566956,853788.0827694
1,120,WATCH,False,899366.7788,0.0,0.35,20,853403.6859,ALERT,True,False,846593.566956,853788.0827694
1,121,WATCH,False,948690.7365,0.0,0.35,20,854575.0335000001,ALERT,True,False,846593.566956,853788.0827694
1,122,WATCH,False,896834.3409,,0.35,20,855466.150572,ALERT,True,False,846593.566956,853788.0827694
1,123,WATCH,False,885818.6161,,0.35,20,857055.508468,ALERT,True,False,846593.566956,853788.0827694
1,124,WATCH,False,850480.8989,,0.35,20,857082.9230600001,ALERT,True,False,846593.566956,853788.0827694
1,125,WATCH,False,780501.0956,,0.35,20,855339.835088,ALERT,True,False,846593.566956,853788.0827694
1,126,WATCH,False,812106.8572,0.0,0.35,20,853758.1292640001,ALERT,True,False,846593.566956,853788.0827694
1,127,WATCH,False,836248.9462,0.0,0.35,20,851634.368076,ALERT,True,False,846593.566956,853788.0827694
1,128,WATCH,False,823364.4348,,0.35,20,849865.5201999999,ALERT,True,False,846593.566956,853788.0827694
1,129,STABLE,False,871319.6839,0.0,0.35,20,848850.020956,ALERT,True,False,846593.566956,853788.0827694
1,130,WATCH,False,882395.5727,0.0,0.35,20,848852.528964,ALERT,True,False,846593.566956,853788.0827694
1,131,WATCH,False,830891.5202,,0.35,20,849550.6101,ALERT,True,False,846593.566956,853788.0827694
1,132,WATCH,False,831261.6103,0.0,0.35,20,850901.9084440001,ALERT,True,False,846593.566956,853788.0827694
1,133,WATCH,False,855762.498,0.0,0.35,20,854540.11468,ALERT,True,False,846593.566956,853788.0827694
1,134,STABLE,False,859561.06,0.0,0.35,20,858512.78042,ALERT,True,False,846593.566956,853788.0827694
1,135,STABLE,False,851779.1517,,0.35,20,859019.575716,ALERT,True,False,846593.566956,853788.0827694
1,136,WATCH,False,830272.1912,,0.35,20,857183.978768,ALERT,True,False,846593.566956,853788.0827694
1,137,STABLE,False,829295.9853,,0.35,20,855854.896556,ALERT,True,False,846593.566956,853788.0827694
1,138,STABLE,False,824695.3227,,0.35,20,854775.8360080001,ALERT,True,False,846593.566956,853788.0827694
1,139,STABLE,False,821121.1306,,0.35,20,853577.287828,ALERT,True,False,846593.566956,853788.0827694
1,140,STABLE,False,854921.1418,0.0,0.35,20,852503.626228,ALERT,True,False,846593.566956,853788.0827694
1,141,STABLE,False,859160.8304,0.0,0.35,20,851747.8168040002,ALERT,True,False,846593.566956,853788.0827694
1,142,STABLE,False,839566.7024,,0.35,20,850772.9585279999,ALERT,True,False,846593.566956,853788.0827694
1,143,STABLE,False,885870.391,0.0,0.35,20,851901.5695039999,ALERT,True,False,846593.566956,853788.0827694
1,144,STABLE,False,916408.13,0.0,0.35,20,855107.825088,ALERT,True,False,846593.566956,853788.0827694
1,145,WATCH,False,863848.4057,,0.35,20,853687.0901639999,ALERT,True,False,846593.566956,853788.0827694
1,146,WATCH,False,828637.332,,0.35,20,848884.9539839999,ALERT,True,False,846593.566956,853788.0827694
1,147,WATCH,False,842397.1768,0.0,0.35,20,846707.46742,ALERT,True,False,846593.566956,853788.0827694
1,148,WATCH,False,820412.1369,,0.35,20,844091.208252,ALERT,True,False,846593.566956,853788.0827694
1,149,WATCH,False,825197.0789,0.0,0.35,20,843079.8554519999,ALERT,True,False,846593.566956,853788.0827694
1,150,WATCH,False,868169.9409,0.0,0.35,20,846586.6092640001,ALERT,True,False,846593.566956,853788.0827694
1,151,WATCH,False,876278.5987,0.0,0.35,20,849153.4789239999,ALERT,True,False,846593.566956,853788.0827694
1,152,WATCH,False,892027.091,0.0,0.35,20,851384.6047159999,ALERT,True,False,846593.566956,853788.0827694
1,153,WATCH,False,890458.4048,,0.35,20,854068.3635159999,ALERT,True,False,846593.566956,853788.0827694
1,154,WATCH,False,864740.1602,,0.35,20,853805.1825680002,ALERT,True,False,846593.566956,853788.0827694
1,155,WATCH,False,857972.522,,0.35,20,852828.26054,ALERT,True,False,846593.566956,853788.0827694
1,156,WATCH,False,855928.8082,,0.35,20,853829.75206,ALERT,True,False,846593.566956,853788.0827694
1,157,WATCH,False,832603.0056,,0.35,20,853883.407872,ALERT,True,False,846593.566956,853788.0827694
1,158,WATCH,False,817092.418,,0.35,20,852336.6046719999,ALERT,True,False,846593.566956,853788.0827694
1,159,WATCH,False,816446.336,,0.35,20,850612.015712,ALERT,True,False,846593.566956,853788.0827694
1,160,WATCH,False,792786.0542,,0.35,20,848252.291812,ALERT,True,False,846593.566956,853788.0827694
1,161,WATCH,False,797385.707,0.0,0.35,20,846936.832444,ALERT,True,False,846593.566956,853788.0827694
1,162,WATCH,False,883762.0404,0.0,0.35,20,849115.474648,ALERT,True,False,846593.566956,853788.0827694
1,163,WATCH,False,908859.9363,0.0,0.35,20,852482.0591919998,ALERT,True,False,846593.566956,853788.0827694
1,164,WATCH,False,896517.3263,,0.35,20,855497.90702,ALERT,True,False,846593.566956,853788.0827694
1,165,STABLE,False,907618.7797,0.0,0.35,20,857605.812536,ALERT,True,False,846593.566956,853788.0827694
1,166,WATCH,False,854365.2176,,0.35,20,857413.988024,ALERT,True,False,846593.566956,853788.0827694
1,167,STABLE,False,841009.4465,,0.35,20,857471.697788,ALERT,True,False,846593.566956,853788.0827694
1,168,WATCH,False,862491.3824,0.0,0.35,20,856536.5374439999,ALERT,True,False,846593.566956,853788.0827694
1,169,STABLE,False,860639.9956,,0.35,20,854305.812068,ALERT,True,False,846593.566956,853788.0827694
1,170,STABLE,False,851308.3935,,0.35,20,853804.2115799999,ALERT,True,False,846593.566956,853788.0827694
1,171,STABLE,False,829735.9271,,0.35,20,853848.155384,ALERT,True,False,846593.566956,853788.0827694
1,172,STABLE,False,843178.036,0.0,0.35,20,853879.389752,ALERT,True,False,846593.566956,853788.0827694
1,173,STABLE,False,910645.9814,0.0,0.35,20,857488.743532,ALERT,True,False,846593.566956,853788.0827694
1,174,STABLE,False,927197.3474,0.0,0.35,20,861568.754272,ALERT,True,False,846593.566956,853788.0827694
1,175,WATCH,False,890675.7216,,0.35,20,862468.9855,ALERT,True,False,846593.566956,853788.0827694
1,176,WATCH,False,834841.6032,,0.35,20,860811.5056800001,ALERT,True,False,846593.566956,853788.0827694
1,177,WATCH,False,766805.9117,,0.35,20,855802.658508,ALERT,True,False,846593.566956,853788.0827694
1,178,WATCH,False,743186.4398,,0.35,20,849911.779908,ALERT,True,False,846593.566956,853788.0827694
1,179,WATCH,False,768417.5938,0.0,0.35,20,846058.8772519999,ALERT,True,False,846593.566956,853788.0827694
1,180,WATCH,False,801604.8019,0.0,0.35,20,843804.168448,ALERT,True,False,846593.566956,853788.0827694
1,181,WATCH,False,844278.857,0.0,0.35,20,843338.1704000001,ALERT,True,False,846593.566956,853788.0827694
1,182,WATCH,False,856288.0103,0.0,0.35,20,844285.570588,ALERT,True,False,846593.566956,853788.0827694
1,183,WATCH,False,825902.6241,,0.35,20,844637.978832,ALERT,True,False,846593.566956,853788.0827694
1,184,STABLE,False,788739.7784,,0.35,20,843529.7165280001,ALERT,True,False,846593.566956,853788.0827694
1,185,STABLE,False,734961.4872,,0.35,20,841216.7338480001,ALERT,True,False,846593.566956,853788.0827694
1,186,STABLE,False,774194.021,0.0,0.35,20,840289.066408,ALERT,True,False,846593.566956,853788.0827694
1,187,STABLE,False,873890.3658,0.0,0.35,20,839894.199424,ALERT,True,False,846593.566956,853788.0827694
1,188,STABLE,False,877026.8039,0.0,0.35,20,838620.8741280001,ALERT,True,False,846593.566956,853788.0827694
1,189,STABLE,False,909016.9596,0.0,0.35,20,839120.85946,ALERT,True,False,846593.566956,853788.0827694
1,190,STABLE,False,905247.4774,,0.35,20,839026.007368,ALERT,True,False,846593.566956,853788.0827694
1,191,STABLE,False,787336.7376,,0.35,20,836344.868168,ALERT,True,False,846593.566956,853788.0827694
1,192,WATCH,False,799348.3328,0.0,0.35,20,834678.42362,ALERT,True,False,846593.566956,853788.0827694
1,193,WATCH,False,851200.9269,0.0,0.35,20,834226.8054000001,ALERT,True,False,846593.566956,853788.0827694
1,194,WATCH,False,829883.5387,,0.35,20,832996.547124,ALERT,True,False,846593.566956,853788.0827694
1,195,WATCH,False,932324.6678,0.0,0.35,20,836237.1980960001,ALERT,True,False,846593.566956,853788.0827694
1,196,WATCH,False,992651.7302,0.0,0.35,20,842753.83022,ALERT,True,False,846593.566956,853788.0827694
1,197,WATCH,False,939202.1501,,0.35,20,846594.794784,ALERT,True,False,846593.566956,853788.0827694
1,198,WATCH,False,912026.1913,,0.35,20,846650.0031799999,ALERT,True,False,846593.566956,853788.0827694
1,199,WATCH,False,815466.1471,,0.35,20,842180.755168,ALERT,True,False,846593.566956,853788.0827694
1,200,WATCH,False,789877.7311,,0.35,20,838148.8355480001,ALERT,True,False,846593.566956,853788.0827694
1,201,WATCH,False,850889.7213,0.0,0.35,20,838790.760272,ALERT,True,False,846593.566956,853788.0827694
1,202,WATCH,False,820156.6157,,0.35,20,840924.788432,ALERT,True,False,846593.566956,853788.0827694
1,203,WATCH,False,788195.272,,0.35,20,842725.14172,ALERT,True,False,846593.566956,853788.0827694
1,204,WATCH,False,795062.8585,0.0,0.35,20,843790.9523079998,ALERT,True,False,846593.566956,853788.0827694
1,205,WATCH,False,808568.493,0.0,0.35,20,844069.499952,ALERT,True,False,846593.566956,853788.0827694
1,206,WATCH,False,847681.7082,0.0,0.35,20,844205.614,ALERT,True,False,846593.566956,853788.0827694
1,207,STABLE,False,839474.6174,,0.35,20,843533.078284,ALERT,True,False,846593.566956,853788.0827694
1,208,STABLE,False,824839.1963,,0.35,20,843490.541172,ALERT,True,False,846593.566956,853788.0827694
1,209,STABLE,False,789758.2945,,0.35,20,843531.2818159999,ALERT,True,False,846593.566956,853788.0827694
1,210,STABLE,False,785541.5539,,0.35,20,845554.484484,ALERT,True,False,846593.566956,853788.0827694
1,211,STABLE,False,845150.7455,0.0,0.35,20,848392.753464,ALERT,True,False,846593.566956,853788.0827694
1,212,STABLE,False,871709.139,0.0,0.35,20,848305.504392,ALERT,True,False,846593.566956,853788.0827694
1,213,STABLE,False,871539.901,,0.35,20,848086.028276,ALERT,True,False,846593.566956,853788.0827694
1,214,STABLE,False,805222.6439,,0.35,20,843934.2556479999,ALERT,True,False,846593.566956,853788.0827694
1,215,STABLE,False,708827.1781,,0.35,20,836077.443676,ALERT,True,False,846593.566956,853788.0827694
1,216,STABLE,False,719540.763,0.0,0.35,20,833365.604692,ALERT,True,False,846593.566956,853788.0827694
1,217,STABLE,False,775927.8828,0.0,0.35,20,832428.786692,ALERT,True,False,846593.566956,853788.0827694
1,218,STABLE,False,856558.3221,0.0,0.35,20,832643.0825,ALERT,True,False,846593.566956,853788.0827694
1,219,STABLE,False,970628.8919,0.0,0.35,20,838272.896628,ALERT,True,False,846593.566956,853788.0827694
1,220,STABLE,False,944624.8989,,0.35,20,838764.905872,ALERT,True,False,846593.566956,853788.0827694
1,221,STABLE,False,803867.9889,,0.35,20,831213.5562199999,ALERT,True,False,846593.566956,853788.0827694
1,222,STABLE,False,721114.66,,0.35,20,822490.0566159999,ALERT,True,False,846593.566956,853788.0827694
1,223,STABLE,False,712647.8594,,0.35,20,814514.9233400001,ALERT,True,False,846593.566956,853788.0827694
1,224,WATCH,False,761874.8755,0.0,0.35,20,812371.272476,ALERT,True,False,846593.566956,853788.0827694
1,225,WATCH,False,876883.5971,0.0,0.35,20,815851.5071159999,ALERT,True,False,846593.566956,853788.0827694
1,226,STABLE,False,891328.6929,0.0,0.35,20,817469.0659800001,ALERT,True,False,846593.566956,853788.0827694
1,227,WATCH,False,820465.8781,,0.35,20,817481.4364760001,ALERT,True,False,846593.566956,853788.0827694
1,228,STABLE,False,826734.0829,0.0,0.35,20,819022.9889120001,ALERT,True,False,846593.566956,853788.0827694
1,229,STABLE,False,823397.761,,0.35,20,820156.3850120001,ALERT,True,False,846593.566956,853788.0827694
1,230,STABLE,False,834913.3542,0.0,0.35,20,821210.1794600001,ALERT,True,False,846593.566956,853788.0827694
2,1,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,2,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,3,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,4,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,5,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,6,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,7,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,8,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,9,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,10,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,11,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,12,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,13,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,14,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,15,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,16,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,17,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,18,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,19,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,20,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,21,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,22,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,23,STABLE,False,0.0,,0.0,100,0.0,STABLE,False,False,738396.7030256,752687.9893408
2,24,STABLE,False,13.9757,,0.99,40,0.5823208333333333,STABLE,False,False,738396.7030256,752687.9893408
2,25,STABLE,False,20.9453,0.0,0.99,40,1.39684,STABLE,False,False,738396.7030256,752687.9893408
2,26,WATCH,False,60.7795,0.0,0.99,40,3.8280200000000004,STABLE,False,False,738396.7030256,752687.9893408
2,27,WATCH,False,36.2091,,0.99,40,5.276384,STABLE,False,False,738396.7030256,752687.9893408
2,28,WATCH,False,43.5459,0.0,0.99,40,7.01822,STABLE,False,False,738396.7030256,752687.9893408
2,29,WATCH,False,18.2694,,0.99,40,7.748996,STABLE,False,False,738396.7030256,752687.9893408
2,30,WATCH,False,29.5481,0.0,0.99,40,8.93092,STABLE,False,False,738396.7030256,752687.9893408
