asset_id,timestamp,cycle,structural_drift_score,composite_instability,trend,phase,risk_level,estimated_rul,operator_message,structural_analysis_available
unit_001,2025-01-01T01:16:00+00:00,76,8.0453,737.4295,unstable,unstable,HIGH,267,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:17:00+00:00,77,9.4963,511.065,unstable,unstable,HIGH,266,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:18:00+00:00,78,9.3196,512.1652,unstable,unstable,HIGH,265,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:19:00+00:00,79,9.593,459.9059,unstable,unstable,HIGH,264,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:20:00+00:00,80,9.6848,517.0858,unstable,unstable,HIGH,263,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:21:00+00:00,81,10.3139,496.0514,unstable,unstable,HIGH,262,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:22:00+00:00,82,9.9659,516.6506,unstable,unstable,HIGH,261,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:23:00+00:00,83,2.1162,865.4482,unstable,unstable,HIGH,260,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:24:00+00:00,84,2.1009,856.8441,unstable,unstable,HIGH,259,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:25:00+00:00,85,2.1307,855.5706,unstable,unstable,HIGH,258,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:26:00+00:00,86,0.747,1273.1969,unstable,unstable,HIGH,257,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:27:00+00:00,87,0.7939,1242.2311,unstable,unstable,HIGH,256,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:28:00+00:00,88,1.1136,1198.9598,unstable,unstable,HIGH,255,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:29:00+00:00,89,1.1151,1200.4563,unstable,unstable,HIGH,254,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:30:00+00:00,90,1.3267,1563.6554,unstable,unstable,HIGH,253,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:31:00+00:00,91,6.5017,956.1042,unstable,unstable,HIGH,252,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:32:00+00:00,92,1.47,1601.3087,unstable,unstable,HIGH,251,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:33:00+00:00,93,1.4343,1494.8127,unstable,unstable,HIGH,250,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:34:00+00:00,94,1.0189,1251.8819,unstable,unstable,HIGH,249,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:35:00+00:00,95,2.222,1717.4319,unstable,unstable,HIGH,248,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:36:00+00:00,96,2.174,1720.6676,unstable,unstable,HIGH,247,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:37:00+00:00,97,2.5155,1753.9492,unstable,unstable,HIGH,246,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:38:00+00:00,98,2.6607,1458.3564,unstable,unstable,HIGH,245,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:39:00+00:00,99,1.2316,1399.2431,unstable,unstable,HIGH,244,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:40:00+00:00,100,0.7086,1007.9062,unstable,unstable,HIGH,243,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:41:00+00:00,101,1.6541,961.3755,unstable,unstable,HIGH,242,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:42:00+00:00,102,2.1847,817.3494,unstable,unstable,HIGH,241,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:43:00+00:00,103,9.2427,437.7547,unstable,unstable,HIGH,240,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:44:00+00:00,104,8.9604,422.0147,unstable,unstable,HIGH,239,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:45:00+00:00,105,9.0985,422.9558,unstable,unstable,HIGH,238,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:46:00+00:00,106,8.8494,363.7087,unstable,unstable,HIGH,237,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:47:00+00:00,107,2.1129,741.9011,unstable,unstable,HIGH,236,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:48:00+00:00,108,2.0968,741.5375,unstable,unstable,HIGH,235,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:49:00+00:00,109,1.0759,909.9228,unstable,unstable,HIGH,234,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:50:00+00:00,110,1.0148,1242.2395,unstable,unstable,HIGH,233,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:51:00+00:00,111,1.0257,1241.7309,unstable,unstable,HIGH,232,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:52:00+00:00,112,1.6077,1386.2784,unstable,unstable,HIGH,231,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:53:00+00:00,113,1.5975,1726.9228,unstable,unstable,HIGH,230,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:54:00+00:00,114,2.2115,1770.2994,unstable,unstable,HIGH,229,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:55:00+00:00,115,1.3686,1289.667,unstable,unstable,HIGH,228,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T01:56:00+00:00,116,1.9982,1411.2614,unstable,unstable,HIGH,227,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:57:00+00:00,117,2.2447,1578.5281,unstable,unstable,HIGH,226,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T01:58:00+00:00,118,6.1393,648.3075,unstable,unstable,HIGH,225,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T01:59:00+00:00,119,5.6183,577.5518,unstable,unstable,HIGH,224,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:00:00+00:00,120,5.6479,598.2286,unstable,unstable,HIGH,223,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:01:00+00:00,121,5.8376,714.7311,unstable,unstable,HIGH,222,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:02:00+00:00,122,1.7307,1452.3433,unstable,unstable,HIGH,221,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:03:00+00:00,123,1.9231,1471.0465,unstable,unstable,HIGH,220,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:04:00+00:00,124,2.013,1686.1682,unstable,unstable,HIGH,219,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:05:00+00:00,125,1.2632,1215.8253,unstable,unstable,HIGH,218,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:06:00+00:00,126,2.0183,1029.4285,unstable,unstable,HIGH,217,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:07:00+00:00,127,0.8218,1620.8398,unstable,unstable,HIGH,216,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:08:00+00:00,128,1.5508,1679.0623,unstable,unstable,HIGH,215,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:09:00+00:00,129,1.4253,1701.3914,unstable,unstable,HIGH,214,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:10:00+00:00,130,1.6807,1340.0019,unstable,unstable,HIGH,213,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:11:00+00:00,131,1.9798,1238.3492,unstable,unstable,HIGH,212,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:12:00+00:00,132,7.2964,813.3538,unstable,unstable,HIGH,211,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:13:00+00:00,133,7.4331,849.5241,unstable,unstable,HIGH,210,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:14:00+00:00,134,7.7203,846.6075,unstable,unstable,HIGH,209,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:15:00+00:00,135,8.8322,375.3242,unstable,unstable,HIGH,208,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:16:00+00:00,136,12.9248,307.8066,unstable,unstable,HIGH,207,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:17:00+00:00,137,13.0041,306.6317,unstable,unstable,HIGH,206,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:18:00+00:00,138,5.6053,674.3481,unstable,unstable,HIGH,205,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:19:00+00:00,139,5.3781,664.5355,unstable,unstable,HIGH,204,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:20:00+00:00,140,1.1319,1190.1015,unstable,unstable,HIGH,203,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:21:00+00:00,141,1.7493,1135.1243,unstable,unstable,HIGH,202,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:22:00+00:00,142,1.169,1451.5883,unstable,unstable,HIGH,201,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:23:00+00:00,143,0.6866,1622.5274,unstable,unstable,HIGH,200,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:24:00+00:00,144,1.5532,1534.1011,unstable,unstable,HIGH,199,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:25:00+00:00,145,1.4122,1679.0762,unstable,unstable,HIGH,198,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:26:00+00:00,146,1.4147,1679.7854,unstable,unstable,HIGH,197,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:27:00+00:00,147,1.2117,1733.0928,unstable,unstable,HIGH,196,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:28:00+00:00,148,1.2359,1404.3727,unstable,unstable,HIGH,195,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:29:00+00:00,149,2.6679,1460.1741,unstable,unstable,HIGH,194,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:30:00+00:00,150,2.6664,1453.2041,unstable,unstable,HIGH,193,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:31:00+00:00,151,1.5784,1373.1167,unstable,unstable,HIGH,192,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:32:00+00:00,152,1.5819,1373.8229,unstable,unstable,HIGH,191,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:33:00+00:00,153,1.644,1495.0797,unstable,unstable,HIGH,190,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:34:00+00:00,154,1.6408,1501.474,unstable,unstable,HIGH,189,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:35:00+00:00,155,2.2657,1339.1151,unstable,unstable,HIGH,188,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:36:00+00:00,156,2.4291,1254.6795,unstable,unstable,HIGH,187,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:37:00+00:00,157,7.9715,932.7878,unstable,unstable,HIGH,186,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:38:00+00:00,158,7.5136,772.7968,unstable,unstable,HIGH,185,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:39:00+00:00,159,7.9689,932.0837,unstable,unstable,HIGH,184,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:40:00+00:00,160,0.9597,1709.8923,unstable,unstable,HIGH,183,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:41:00+00:00,161,0.6741,1634.1032,unstable,unstable,HIGH,182,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:42:00+00:00,162,1.0486,1313.0975,unstable,unstable,HIGH,181,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:43:00+00:00,163,1.5428,1713.9239,unstable,unstable,HIGH,180,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:44:00+00:00,164,2.3468,2051.2874,unstable,unstable,HIGH,179,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:45:00+00:00,165,3.6229,1992.4606,unstable,unstable,HIGH,178,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:46:00+00:00,166,5.1408,1908.6462,unstable,unstable,HIGH,177,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:47:00+00:00,167,3.7339,1176.3551,unstable,unstable,HIGH,176,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:48:00+00:00,168,2.4234,1158.5965,unstable,unstable,HIGH,175,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:49:00+00:00,169,2.4651,1352.9085,unstable,unstable,HIGH,174,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:50:00+00:00,170,2.6509,1516.5102,unstable,unstable,HIGH,173,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:51:00+00:00,171,5.7128,572.4899,unstable,unstable,HIGH,172,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T02:52:00+00:00,172,2.4558,1356.8397,unstable,unstable,HIGH,171,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:53:00+00:00,173,1.6318,1514.3497,unstable,unstable,HIGH,170,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:54:00+00:00,174,1.6329,1516.8087,unstable,unstable,HIGH,169,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:55:00+00:00,175,1.6276,1517.6249,unstable,unstable,HIGH,168,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:56:00+00:00,176,2.2509,1571.1203,unstable,unstable,HIGH,167,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:57:00+00:00,177,1.7775,1394.9517,unstable,unstable,HIGH,166,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T02:58:00+00:00,178,0.9954,1248.7462,unstable,unstable,HIGH,165,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T02:59:00+00:00,179,0.6973,1270.4239,unstable,unstable,HIGH,164,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:00:00+00:00,180,7.8997,760.4299,unstable,unstable,HIGH,163,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T03:01:00+00:00,181,6.8586,904.4446,unstable,unstable,HIGH,162,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T03:02:00+00:00,182,1.3873,1522.7253,unstable,unstable,HIGH,161,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:03:00+00:00,183,1.3722,1951.8928,unstable,unstable,HIGH,160,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:04:00+00:00,184,1.1542,1459.7431,unstable,unstable,HIGH,159,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:05:00+00:00,185,1.3945,1529.5352,unstable,unstable,HIGH,158,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:06:00+00:00,186,1.4189,1686.0458,unstable,unstable,HIGH,157,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:07:00+00:00,187,1.5325,1665.1051,unstable,unstable,HIGH,156,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T03:08:00+00:00,188,1.553,1713.4049,unstable,unstable,HIGH,155,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T03:09:00+00:00,189,1.1444,1253.6941,unstable,unstable,HIGH,154,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:10:00+00:00,190,0.6785,1006.8798,unstable,unstable,HIGH,153,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:11:00+00:00,191,8.4009,551.4104,unstable,unstable,HIGH,152,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T03:12:00+00:00,192,7.4006,520.2235,unstable,unstable,HIGH,151,High instability detected. Immediate operator review advised.,True
unit_001,2025-01-01T03:13:00+00:00,193,0.6875,1013.3068,unstable,unstable,HIGH,150,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:14:00+00:00,194,0.6992,1014.0706,unstable,unstable,HIGH,149,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:15:00+00:00,195,0.8301,1038.5957,unstable,unstable,HIGH,148,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:16:00+00:00,196,1.6153,1393.7334,unstable,unstable,HIGH,147,Drift is elevated. Monitor closely for trend continuation.,True
unit_001,2025-01-01T03:17:00+00:00,197,1.0799,1325.973,unstable,unstable,HIGH,146,System appears stable based on current heuristic interpretation.,True
unit_001,2025-01-01T03:18:00+00:00,198,1.2291,1759.0486,unstable,unstable,HIGH,145,System appears stable based on current heuristic interpretation.,True
