unit_id,cycle,drift,stability,coherence,confidence,urgency,state,dominant_driver,recommendation
2,39,686259.8014,0.0,0.7758,0.5022,low,STABLE,stable baseline telemetry,Retain standard operating review rhythm.
2,40,653202.7081,0.0,0.7643,0.4679,low,STABLE,stable baseline telemetry,Retain standard operating review rhythm.
2,41,655799.8021,0.0,0.8148,0.4704,low,STABLE,stable baseline telemetry,Retain standard operating review rhythm.
2,42,724019.5045,0.0,0.8148,0.4964,low,STABLE,stable baseline telemetry,Retain standard operating review rhythm.
2,43,773892.2091,0.0,0.8166,0.4952,low,STABLE,stable baseline telemetry,Retain standard operating review rhythm.
2,44,748719.3203,0.0,0.8165,0.4836,low,STABLE,stable baseline telemetry,Retain standard operating review rhythm.
2,45,760202.2844,0.0,0.7772,0.4965,medium,WATCH,persistent structural drift from local baseline,Continue scheduled monitoring and document any process changes.
2,46,784654.1033,0.0,0.7706,0.496,medium,WATCH,persistent structural drift from local baseline,Continue scheduled monitoring and document any process changes.
2,47,678184.2207,0.0,0.7162999999999999,0.4649,low,STABLE,stable baseline telemetry,Retain standard operating review rhythm.
2,48,653915.3171,0.0,0.6986,0.4691,low,STABLE,stable baseline telemetry,Retain standard operating review rhythm.
2,49,693639.8388,0.0,0.7061,0.4874,low,STABLE,stable baseline telemetry,Retain standard operating review rhythm.
2,50,630910.1593,0.0,0.7103999999999999,0.4643,low,STABLE,stable baseline telemetry,Retain standard operating review rhythm.
