"unit_id","n_cycles","warning_cycle","lead_time_cycles","false_positive","n_operating_conditions","primary_operating_condition","operating_conditions_present","mean_raw_drift","mean_ema_drift","max_raw_drift","max_ema_drift","quantum_peak","quantum_mean","quantum_variance","information_peak","information_mean","information_variance","free_energy_peak","free_energy_mean","free_energy_variance","topological_peak","topological_mean","topological_variance","algorithmic_peak","algorithmic_mean","algorithmic_variance","inferred_fault_mode","fault_mode_confidence","dominant_component","lead_time_by_condition","component_by_condition","degradation_trajectory","trajectory_variance"
17,151,78,58,False,2,1,"[np.int64(1), np.int64(2)]",0.3072838311368248,0.3019285998134746,0.7535153526113783,0.5821757337007827,0.5402433941123166,0.2502272422524112,0.015990185587873497,1.0,0.2781456953642384,0.20078066751458273,0.9848542294323918,0.2592682712189226,0.17501165596403612,0.9480568371766546,0.6950548963397252,0.11416073999910084,0.450231124807396,0.06567345925298552,0.01288220172441925,"HPC_like",0.7549450123357435,"quantum","{np.int64(1): 53.0, np.int64(2): 58.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00838206443322288
18,343,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.3213108083582718,0.3174074716230756,0.7702689796968072,0.5874134489056142,0.44254085535993926,0.23617306166515167,0.011783072090147097,1.0,0.30903790087463556,0.2135334766976345,0.9447336171098644,0.2815563373626197,0.17751377941590205,0.9704030803070265,0.7388450377051854,0.11126217364578171,0.6135194709772225,0.06061391511765635,0.01528332504768823,"HPC_like",0.7792863710327224,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008694381321187949
19,210,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2909141571122937,0.2878173937673793,0.7600142422618975,0.514870987393963,0.4746539975007028,0.23437124236962303,0.014876048139516367,1.0,0.24761904761904763,0.1863038548752834,0.9618026057265597,0.2330976511717662,0.16517215684897835,0.9647842724566873,0.7051141175755854,0.06280973160431819,0.5333333333333333,0.06311374625953885,0.015172441214673602,"HPC_like",0.7620535362414125,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008481233395546222
20,245,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2597121973612733,0.257755951431878,0.6984362667846025,0.5391228815875115,0.3438405914051374,0.21257815240249767,0.0048772165791858965,1.0,0.2897959183673469,0.20581424406497298,0.8621805275221789,0.23874330636384325,0.14017433799917164,0.9473499815389766,0.4620696361112123,0.07488354386731692,0.5995995995995995,0.06430665359236785,0.01719194603568865,"HPC_like",0.7308532598059603,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.006428021481642206
21,227,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2849707978015424,0.2801547280414176,0.7681630665861228,0.5563699374942428,0.46779524343694096,0.23730769784482003,0.012512272167446558,1.0,0.27312775330396477,0.1985289836790933,0.9576458639382195,0.2536141896256915,0.17138816226216153,0.8998092805678417,0.592735933305598,0.12403179858876529,0.5517857142857142,0.05863322201127147,0.015834826707004708,"HPC_like",0.7452747921559906,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008604926130407899
22,211,191,"",False,2,1,"[np.int64(1), np.int64(2)]",0.29382862130881593,0.2888965814350703,0.6782987573378402,0.574732204540569,0.3752092810794039,0.22276189552603076,0.007974177223217045,1.0,0.3080568720379147,0.21315783562813062,0.9407633820016421,0.27086411701462426,0.1655360229585019,0.9464934581971558,0.6022828406826969,0.1250231382670481,0.4993265993265992,0.05470585136198613,0.013376232153973504,"HPC_like",0.7664034312602819,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008070097376561095
23,280,72,180,False,2,1,"[np.int64(1), np.int64(2)]",0.30098335451785924,0.29881165700542694,0.7474723605617758,0.5190294836057837,0.4478962769106431,0.2265049348418463,0.011940391358202344,1.0,0.29285714285714287,0.2070918367346939,0.9138882897565914,0.26156110232509894,0.16529583399676026,0.9459011469819723,0.6811500749043767,0.13018961619833022,0.5030141843971632,0.053328566503433546,0.011923515247080593,"HPC_like",0.7768189395343411,"quantum","{np.int64(1): 179.0, np.int64(2): 180.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008618282457699708
24,186,79,89,False,2,1,"[np.int64(1), np.int64(2)]",0.2940782164694436,0.2876498451601053,0.7865619075399889,0.5324358769787108,0.5069925976102616,0.23704512663615854,0.01380718538337124,1.0,0.2849462365591398,0.20375187882992257,0.9719192857472355,0.25566170072763017,0.16540981391769202,0.9541852671719457,0.6318247607920586,0.12983836687975264,0.4780150753768844,0.0582206507447632,0.0138378017139487,"HPC_like",0.7563887634959093,"quantum","{np.int64(1): 78.0, np.int64(2): 89.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008951077637854027
25,150,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.29971672103253977,0.2928337940789375,0.720755212349551,0.5496538586044932,0.4088052124748796,0.22323576775715281,0.010762422475340984,1.0,0.3,0.21,0.9207671550967018,0.26315701122523477,0.16207769648666925,0.9640821149953175,0.6650836817416796,0.10402787954385727,0.36470588235294127,0.05352036199095026,0.010192857664363654,"HPC_like",0.777140234040258,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00814644223739364
26,297,217,51,False,2,1,"[np.int64(1), np.int64(2)]",0.2852348030616379,0.2817469401322091,0.7416728586185458,0.6019513782727343,0.4017182085687677,0.23526832050079932,0.010240783167117174,1.0,0.32323232323232326,0.21875318845015815,0.9332277744508317,0.28894841475497357,0.17515913643727096,0.9475339321923831,0.46773573028260895,0.10356953447435317,0.5886440677966103,0.058961836099312596,0.015110730637157831,"HPC_like",0.7288696628342946,"topological","{np.int64(1): 51.0, np.int64(2): 49.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.009067417093838789
27,163,123,24,False,2,1,"[np.int64(1), np.int64(2)]",0.3049843001490795,0.3019760623723842,0.7151706087363875,0.5385716947808418,0.39528778456904,0.2298426780947372,0.010082033084909217,1.0,0.3496932515337423,0.22740788136550116,0.9172677093928798,0.30792884215625166,0.1767602895238316,0.9261466982030093,0.543492495196208,0.07879833586223993,0.4071129707112972,0.05498541126541232,0.011802143206762677,"HPC_like",0.7582132903417235,"topological","{np.int64(1): 23.0, np.int64(2): 24.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.009163751646505144
28,202,95,87,False,2,1,"[np.int64(1), np.int64(2)]",0.29554957437729446,0.29090122626887993,0.7848720491861065,0.5691506406859834,0.5038105848106793,0.24276438677864168,0.014707413422479155,1.0,0.26732673267326734,0.1958631506715028,0.9672984840791157,0.2496385940825634,0.17106754147703906,0.9566109089113176,0.6633334183395114,0.11773399498300754,0.5106132075471699,0.06460843607945708,0.014404261005117547,"HPC_like",0.7517248495433396,"quantum","{np.int64(1): 87.0, np.int64(2): 86.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008195169344558937
29,247,210,13,False,2,1,"[np.int64(1), np.int64(2)]",0.2988201974370677,0.29258703490545745,0.8062173724646629,0.5863493704916721,0.5479151904705379,0.2530881162545205,0.018326454265145425,1.0,0.32388663967611336,0.21898408431542898,0.980736218854228,0.28425528522432664,0.1768062393535064,0.9509389849032898,0.5273997626188108,0.16860705732229087,0.5351084812623275,0.05961081203996185,0.014408395568988118,"HPC_like",0.7313549234025646,"quantum","{np.int64(2): 13.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.0086296569523042
30,297,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2959733196567943,0.29860462390508824,0.7455135883748799,0.5909900033378268,0.4548674544496946,0.22753854689228858,0.012896100257626079,1.0,0.2727272727272727,0.1983471074380165,0.9519109247262173,0.2459657725611941,0.16201433120575812,0.957359202591515,0.6982452164882573,0.11854873357020358,0.5653232577665828,0.05600000421812156,0.01417552047959938,"HPC_like",0.7739848100206892,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008027891245392197
31,263,153,84,False,2,1,"[np.int64(1), np.int64(2)]",0.3568654525367842,0.3515339737613876,0.815076337809921,0.6293318038457791,0.5644680226532777,0.2564288212427469,0.02137282693717684,1.0,0.4144486692015209,0.24268096979860926,0.9811432118439904,0.3488646575113862,0.18280027072413185,0.9864998068045926,0.6729777303376595,0.12484487791219476,0.5219330855018589,0.056050478106537065,0.013440454523674317,"HPC_like",0.7767854651942664,"topological","{np.int64(1): 84.0, np.int64(2): 82.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","variable",0.010596629676879264
32,219,123,75,False,2,1,"[np.int64(1), np.int64(2)]",0.30520483724278685,0.30268973541863475,0.7638093675077628,0.6054358646542456,0.4501837555134176,0.22664010172037471,0.01056085968872362,1.0,0.273972602739726,0.19891161568774635,0.936342646376128,0.24846746503025666,0.16376318806669757,0.9515750080494588,0.7519905549472541,0.060532113263324736,0.5082690187431091,0.06227579793603564,0.01361706287945545,"HPC_like",0.7802718827690951,"topological","{np.int64(1): 33.0, np.int64(2): 75.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007527180115578816
33,201,196,"",False,2,1,"[np.int64(1), np.int64(2)]",0.29357402527342724,0.29547776483231686,0.7608162971114694,0.5466259902637289,0.507161584619156,0.24251127213161772,0.012385433701769137,1.0,0.2835820895522388,0.2031632880374248,0.9804262829819055,0.256039959985342,0.16699646740082216,0.8916704769877752,0.6186929956331713,0.10540323976200879,0.4268585131894484,0.059131799038381234,0.010305460152037392,"HPC_like",0.7494488561555086,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008381978154280004
34,276,94,155,False,2,1,"[np.int64(1), np.int64(2)]",0.361969451719599,0.3637205947620775,0.7698336848036409,0.604464357043871,0.4044196528040706,0.2454351273400899,0.01233126014550094,1.0,0.4384057971014493,0.24620615416929212,0.9797950237675005,0.37142645700037813,0.18110531954325956,0.9618925384827068,0.6556434432849456,0.1129416805286941,0.5942549371633752,0.06105656349392199,0.015852906265549457,"HPC_like",0.7811619182261668,"quantum","{np.int64(1): 153.0, np.int64(2): 155.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.009479935080901284
35,221,132,67,False,2,1,"[np.int64(1), np.int64(2)]",0.30268072759251646,0.29972222914611174,0.7303389371030956,0.63294081503921,0.4080216629136234,0.23839443526589518,0.011860083042398158,1.0,0.3257918552036199,0.21965152228660353,0.9530034825679141,0.2901408625970117,0.174617825377201,0.9410774500569933,0.5653971253312947,0.12355215750435089,0.571943231441048,0.06876691892746349,0.016628063508522983,"HPC_like",0.743679836111526,"quantum","{np.int64(1): 67.0, np.int64(2): 66.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007907197565365934
36,143,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.28992200808537394,0.28699465453746953,0.7421406124938126,0.5795500233851815,0.4237567420887272,0.22658046731179088,0.011006554427731172,1.0,0.3356643356643357,0.22299378942735587,0.932775107896975,0.30251868320746805,0.18132664367356605,0.9007214237126361,0.4804120703974079,0.1016831698918563,0.4408099688473519,0.054662367746479874,0.013915422354280924,"HPC_like",0.743700078774513,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.009068239970659822
37,388,239,111,False,2,1,"[np.int64(1), np.int64(2)]",0.28387255995237326,0.2816064564149105,0.7517941997684544,0.600147834779876,0.4282569724710232,0.23164320659667167,0.01114023062113974,1.0,0.2809278350515464,0.20200738654479758,0.9493446578940745,0.25619448272874046,0.16807420136330836,0.9866921923311879,0.5776575650032015,0.15635240665197647,0.640686922060766,0.06260107914256823,0.015075190435459986,"HPC_like",0.7447634378563168,"quantum","{np.int64(1): 111.0, np.int64(2): 110.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008727030768434637
38,177,98,62,False,2,1,"[np.int64(1), np.int64(2)]",0.2898729380188748,0.28619904144106856,0.7632957368852529,0.5887880616771559,0.4731239263044205,0.2329142580186252,0.014479417606822757,1.0,0.2768361581920904,0.2001978997095343,0.9283940781307686,0.2548510925817174,0.16967171129718325,0.9549120340213341,0.6301851489068744,0.12002746302859098,0.45695538057742785,0.052916302128900534,0.013259337593318883,"HPC_like",0.7603805065860187,"topological","{np.int64(1): 47.0, np.int64(2): 62.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00822622861103805
39,202,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.2813007192541616,0.2772304311330936,0.7697762576983437,0.5025052399306875,0.456644188293313,0.23565273222409486,0.011377316171802956,1.0,0.297029702970297,0.20880305852367412,0.938483901202663,0.27068616142297997,0.17356205089656648,0.9710513945332002,0.5059516240852342,0.15491469556872448,0.5035211267605634,0.06317497946977796,0.013489250840393353,"HPC_like",0.7287844797197763,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.009556775283694311
40,206,55,131,False,2,1,"[np.int64(1), np.int64(2)]",0.24443329164785607,0.24098874182616728,0.6674965526070262,0.45604308013995887,0.385742854849256,0.22773036919523038,0.008125206699790348,1.0,0.3155339805825243,0.2159722876802715,0.900542026217987,0.279149243840122,0.16905202746842615,0.8169633023699843,0.23899666304308806,0.0604316238311269,0.5044776119402986,0.0555133751916827,0.014219175021067513,"HPC_like",0.661909281974041,"quantum","{np.int64(1): 130.0, np.int64(2): 131.0}","{np.int64(1): 'information', np.int64(2): 'information'}","stepped",0.00782417286605151
41,279,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.3160225964695269,0.31449794788553836,0.7550274544289433,0.6362933294072365,0.44529782380655036,0.23446034460663054,0.014427517896782684,1.0,0.3010752688172043,0.2104289513238525,0.9492092461113082,0.27341214955804843,0.1739030204159234,0.9830125974415564,0.7380675826798907,0.1163181120553266,0.4909893992932862,0.05023108569643391,0.01161083095543745,"HPC_like",0.7849493443273438,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.007398464280595861
42,280,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.3120055686516342,0.30769702296562207,0.7553099216075104,0.558493718793969,0.4348786856056453,0.23411931855280363,0.012814899144644544,1.0,0.3107142857142857,0.21417091836734695,0.9449828187946534,0.27880729300165175,0.1726253304954465,0.9377744952486881,0.6796859576971932,0.11385006106952576,0.5814814814814813,0.06376849402312362,0.014713972437064285,"HPC_like",0.7687723555368899,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008948519960531346
43,223,62,139,False,2,1,"[np.int64(1), np.int64(2)]",0.31860220199937733,0.31129747809133235,0.7083396136448837,0.5970336495638934,0.42835183926104703,0.23811206629626877,0.009443068781714354,1.0,0.31390134529147984,0.21536729071567892,0.950064126369364,0.28442943371161367,0.17729521829640335,0.9685228207272213,0.7057543642166462,0.10846953405941373,0.5616613418530352,0.05944204412807117,0.015705873439204314,"HPC_like",0.7741027238624779,"quantum","{np.int64(1): 122.0, np.int64(2): 139.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008189336706850844
44,203,145,38,False,2,1,"[np.int64(1), np.int64(2)]",0.32106769475148783,0.31565530172089523,0.7687784761244342,0.5863212739509045,0.4596966233186385,0.25520134550952084,0.013603358253291757,1.0,0.3251231527093596,0.219418088281686,0.967917695848257,0.3047585005423799,0.19292234759310478,0.9744981310216979,0.6415996058125013,0.16831353819511585,0.5055619930475086,0.06034861940940519,0.014834469476486969,"HPC_like",0.7539135324720978,"quantum","{np.int64(1): 38.0, np.int64(2): 37.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.009585147344813201
45,177,117,43,False,2,1,"[np.int64(1), np.int64(2)]",0.3139614516754424,0.3082979835425475,0.7504062948566367,0.5433010611133344,0.43546253265083246,0.2385111079252441,0.01196543303318597,1.0,0.3220338983050847,0.2183280666475151,0.9286456219880654,0.2938466926568638,0.18179052924982017,0.9537354048109611,0.6442494756146264,0.15601902087081856,0.5189403973509934,0.06492884848031331,0.016113087371155622,"HPC_like",0.7610188383891282,"quantum","{np.int64(1): 25.0, np.int64(2): 43.0}","{np.int64(1): 'information', np.int64(2): 'topological'}","variable",0.010525411211259801
46,321,"","",False,2,1,"[np.int64(1), np.int64(2)]",0.3194803158269332,0.317264257617957,0.7554672302464227,0.5706219641530462,0.4189659935833493,0.23112526138670303,0.010885127100273917,1.0,0.2897196261682243,0.2057821643811687,0.9496512176445051,0.2609290261392864,0.16712269634532506,0.9577258367817274,0.7949943447902509,0.03865847910044461,0.5987519500780031,0.06277873922471296,0.015865069984907682,"HPC_like",0.786812585739953,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00822689660705421
47,375,350,"",False,2,1,"[np.int64(1), np.int64(2)]",0.31688633298721597,0.3129402570969557,0.7799494340228087,0.6051735947801355,0.4649070421794994,0.23519581114391608,0.014570964374716304,1.0,0.30133333333333334,0.21053155555555556,0.9559356533303158,0.2735652830399943,0.1744163107732845,0.9858500894823278,0.7315988743830456,0.08537398894614726,0.6219891745602164,0.06541368545252174,0.01506938411037669,"HPC_like",0.7745781060882951,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.00824827152732298
48,322,308,"",False,2,1,"[np.int64(1), np.int64(2)]",0.2901563471236384,0.2858745628160646,0.7497414218355242,0.5488294427863796,0.4930322587263317,0.2414316709495645,0.01500520334665644,1.0,0.2857142857142857,0.20408163265306126,0.9582325422239827,0.2642639200228688,0.1755802837745866,0.9597783073241368,0.5775506059596316,0.16737997721243358,0.5849882720875685,0.06812899511679131,0.013453086670797611,"HPC_like",0.7360556614550607,"quantum","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.008407562480042232
49,446,409,"",False,2,1,"[np.int64(1), np.int64(2)]",0.33411536681764825,0.33487987306555056,0.7644243938443519,0.5795827298522191,0.43352083550669707,0.23764675536591323,0.012418341308669577,1.0,0.32286995515695066,0.2186249472138993,0.9569834136607949,0.28864230339833846,0.1762381983096867,0.9901418614057097,0.7880197306713469,0.08373579195780612,0.6906854130052722,0.061724311382668796,0.01509474064562862,"HPC_like",0.7877193517570702,"topological","{}","{np.int64(1): 'information', np.int64(2): 'topological'}","stepped",0.009385846349409949
