unit,cycle,state,drift_alert,structural_drift_score,lead_time_hours,lead_time_confidence,system_health
1,92,WATCH,False,772089.7322,,0.35,20
1,93,WATCH,False,824588.6866,0.0,0.35,20
1,94,WATCH,False,892360.0628,0.0,0.35,20
1,95,WATCH,False,910466.7583,0.0,0.35,20
1,96,WATCH,False,919407.0465,0.0,0.35,20
1,97,WATCH,False,874556.4141,,0.35,20
1,98,WATCH,False,846084.6687,,0.35,20
1,99,WATCH,False,849795.5341,0.0,0.35,20
1,100,WATCH,False,824078.2949,,0.35,20
1,101,WATCH,False,851649.5028,0.0,0.35,20
1,102,WATCH,False,889342.9759,0.0,0.35,20
1,103,WATCH,False,867585.6317,,0.35,20
1,104,STABLE,False,896707.165,0.0,0.35,20
1,105,STABLE,False,882332.8725,,0.35,20
1,106,STABLE,False,813439.4918,,0.35,20
1,107,STABLE,False,797479.1517,,0.35,20
1,108,STABLE,False,764807.3421,,0.35,20
1,109,STABLE,False,760244.4165,,0.35,20
1,110,STABLE,False,839109.2693,0.0,0.35,20
1,111,STABLE,False,876162.1149,0.0,0.35,20
1,112,STABLE,False,862523.0406,,0.35,20
1,113,STABLE,False,851671.8364,,0.35,20
1,114,STABLE,False,851084.8351,,0.35,20
1,115,STABLE,False,881762.6818,0.0,0.35,20
1,116,STABLE,False,878056.066,,0.35,20
1,117,STABLE,False,863938.1593,,0.35,20
1,118,STABLE,False,857655.1166,,0.35,20
1,119,WATCH,False,836251.7404,,0.35,20
1,120,WATCH,False,899366.7788,0.0,0.35,20
1,121,WATCH,False,948690.7365,0.0,0.35,20
1,122,WATCH,False,896834.3409,,0.35,20
1,123,WATCH,False,885818.6161,,0.35,20
1,124,WATCH,False,850480.8989,,0.35,20
1,125,WATCH,False,780501.0956,,0.35,20
1,126,WATCH,False,812106.8572,0.0,0.35,20
1,127,WATCH,False,836248.9462,0.0,0.35,20
1,128,WATCH,False,823364.4348,,0.35,20
1,129,STABLE,False,871319.6839,0.0,0.35,20
1,130,WATCH,False,882395.5727,0.0,0.35,20
1,131,WATCH,False,830891.5202,,0.35,20
1,132,WATCH,False,831261.6103,0.0,0.35,20
1,133,WATCH,False,855762.498,0.0,0.35,20
1,134,STABLE,False,859561.06,0.0,0.35,20
1,135,STABLE,False,851779.1517,,0.35,20
1,136,WATCH,False,830272.1912,,0.35,20
1,137,STABLE,False,829295.9853,,0.35,20
1,138,STABLE,False,824695.3227,,0.35,20
1,139,STABLE,False,821121.1306,,0.35,20
1,140,STABLE,False,854921.1418,0.0,0.35,20
1,141,STABLE,False,859160.8304,0.0,0.35,20
1,142,STABLE,False,839566.7024,,0.35,20
1,143,STABLE,False,885870.391,0.0,0.35,20
1,144,STABLE,False,916408.13,0.0,0.35,20
1,145,WATCH,False,863848.4057,,0.35,20
1,146,WATCH,False,828637.332,,0.35,20
1,147,WATCH,False,842397.1768,0.0,0.35,20
1,148,WATCH,False,820412.1369,,0.35,20
1,149,WATCH,False,825197.0789,0.0,0.35,20
1,150,WATCH,False,868169.9409,0.0,0.35,20
1,151,WATCH,False,876278.5987,0.0,0.35,20
1,152,WATCH,False,892027.091,0.0,0.35,20
1,153,WATCH,False,890458.4048,,0.35,20
1,154,WATCH,False,864740.1602,,0.35,20
1,155,WATCH,False,857972.522,,0.35,20
1,156,WATCH,False,855928.8082,,0.35,20
1,157,WATCH,False,832603.0056,,0.35,20
1,158,WATCH,False,817092.418,,0.35,20
1,159,WATCH,False,816446.336,,0.35,20
1,160,WATCH,False,792786.0542,,0.35,20
1,161,WATCH,False,797385.707,0.0,0.35,20
1,162,WATCH,False,883762.0404,0.0,0.35,20
1,163,WATCH,False,908859.9363,0.0,0.35,20
1,164,WATCH,False,896517.3263,,0.35,20
1,165,STABLE,False,907618.7797,0.0,0.35,20
1,166,WATCH,False,854365.2176,,0.35,20
1,167,STABLE,False,841009.4465,,0.35,20
1,168,WATCH,False,862491.3824,0.0,0.35,20
1,169,STABLE,False,860639.9956,,0.35,20
1,170,STABLE,False,851308.3935,,0.35,20
1,171,STABLE,False,829735.9271,,0.35,20
1,172,STABLE,False,843178.036,0.0,0.35,20
1,173,STABLE,False,910645.9814,0.0,0.35,20
1,174,STABLE,False,927197.3474,0.0,0.35,20
1,175,WATCH,False,890675.7216,,0.35,20
1,176,WATCH,False,834841.6032,,0.35,20
1,177,WATCH,False,766805.9117,,0.35,20
1,178,WATCH,False,743186.4398,,0.35,20
1,179,WATCH,False,768417.5938,0.0,0.35,20
1,180,WATCH,False,801604.8019,0.0,0.35,20
1,181,WATCH,False,844278.857,0.0,0.35,20
1,182,WATCH,False,856288.0103,0.0,0.35,20
1,183,WATCH,False,825902.6241,,0.35,20
1,184,STABLE,False,788739.7784,,0.35,20
1,185,STABLE,False,734961.4872,,0.35,20
1,186,STABLE,False,774194.021,0.0,0.35,20
1,187,STABLE,False,873890.3658,0.0,0.35,20
1,188,STABLE,False,877026.8039,0.0,0.35,20
1,189,STABLE,False,909016.9596,0.0,0.35,20
1,190,STABLE,False,905247.4774,,0.35,20
1,191,STABLE,False,787336.7376,,0.35,20
1,192,WATCH,False,799348.3328,0.0,0.35,20
1,193,WATCH,False,851200.9269,0.0,0.35,20
1,194,WATCH,False,829883.5387,,0.35,20
1,195,WATCH,False,932324.6678,0.0,0.35,20
1,196,WATCH,False,992651.7302,0.0,0.35,20
1,197,WATCH,False,939202.1501,,0.35,20
1,198,WATCH,False,912026.1913,,0.35,20
1,199,WATCH,False,815466.1471,,0.35,20
1,200,WATCH,False,789877.7311,,0.35,20
1,201,WATCH,False,850889.7213,0.0,0.35,20
1,202,WATCH,False,820156.6157,,0.35,20
1,203,WATCH,False,788195.272,,0.35,20
1,204,WATCH,False,795062.8585,0.0,0.35,20
1,205,WATCH,False,808568.493,0.0,0.35,20
1,206,WATCH,False,847681.7082,0.0,0.35,20
1,207,STABLE,False,839474.6174,,0.35,20
1,208,STABLE,False,824839.1963,,0.35,20
1,209,STABLE,False,789758.2945,,0.35,20
1,210,STABLE,False,785541.5539,,0.35,20
1,211,STABLE,False,845150.7455,0.0,0.35,20
1,212,STABLE,False,871709.139,0.0,0.35,20
1,213,STABLE,False,871539.901,,0.35,20
1,214,STABLE,False,805222.6439,,0.35,20
1,215,STABLE,False,708827.1781,,0.35,20
1,216,STABLE,False,719540.763,0.0,0.35,20
1,217,STABLE,False,775927.8828,0.0,0.35,20
1,218,STABLE,False,856558.3221,0.0,0.35,20
1,219,STABLE,False,970628.8919,0.0,0.35,20
1,220,STABLE,False,944624.8989,,0.35,20
1,221,STABLE,False,803867.9889,,0.35,20
1,222,STABLE,False,721114.66,,0.35,20
1,223,STABLE,False,712647.8594,,0.35,20
1,224,WATCH,False,761874.8755,0.0,0.35,20
1,225,WATCH,False,876883.5971,0.0,0.35,20
1,226,STABLE,False,891328.6929,0.0,0.35,20
1,227,WATCH,False,820465.8781,,0.35,20
1,228,STABLE,False,826734.0829,0.0,0.35,20
1,229,STABLE,False,823397.761,,0.35,20
1,230,STABLE,False,834913.3542,0.0,0.35,20
2,1,STABLE,False,0.0,,0.0,100
2,2,STABLE,False,0.0,,0.0,100
2,3,STABLE,False,0.0,,0.0,100
2,4,STABLE,False,0.0,,0.0,100
2,5,STABLE,False,0.0,,0.0,100
2,6,STABLE,False,0.0,,0.0,100
2,7,STABLE,False,0.0,,0.0,100
2,8,STABLE,False,0.0,,0.0,100
2,9,STABLE,False,0.0,,0.0,100
2,10,STABLE,False,0.0,,0.0,100
2,11,STABLE,False,0.0,,0.0,100
2,12,STABLE,False,0.0,,0.0,100
2,13,STABLE,False,0.0,,0.0,100
2,14,STABLE,False,0.0,,0.0,100
2,15,STABLE,False,0.0,,0.0,100
2,16,STABLE,False,0.0,,0.0,100
2,17,STABLE,False,0.0,,0.0,100
2,18,STABLE,False,0.0,,0.0,100
2,19,STABLE,False,0.0,,0.0,100
2,20,STABLE,False,0.0,,0.0,100
2,21,STABLE,False,0.0,,0.0,100
2,22,STABLE,False,0.0,,0.0,100
2,23,STABLE,False,0.0,,0.0,100
2,24,STABLE,False,13.9757,,0.99,40
2,25,STABLE,False,20.9453,0.0,0.99,40
2,26,WATCH,False,60.7795,0.0,0.99,40
2,27,WATCH,False,36.2091,,0.99,40
2,28,WATCH,False,43.5459,0.0,0.99,40
2,29,WATCH,False,18.2694,,0.99,40
2,30,WATCH,False,29.5481,0.0,0.99,40
2,31,WATCH,False,45.9574,0.0,0.99,40
2,32,WATCH,False,694473.7402,0.0,0.35,20
2,33,WATCH,False,674536.6198,,0.35,20
2,34,WATCH,False,657469.373,,0.35,20
2,35,WATCH,False,717298.586,0.0,0.35,20
2,36,WATCH,False,770476.4724,0.0,0.35,20
2,37,WATCH,False,720297.6922,,0.35,20
2,38,WATCH,False,691103.3113,,0.35,20
2,39,WATCH,False,686241.2601,,0.35,20
2,40,STABLE,False,653183.4366,,0.35,20
2,41,STABLE,False,655782.8296,0.0,0.35,20
2,42,STABLE,False,724000.5979,0.0,0.35,20
2,43,WATCH,False,773874.7732,0.0,0.35,20
2,44,WATCH,False,748679.4739,,0.35,20
2,45,WATCH,False,760176.5026,0.0,0.35,20
2,46,WATCH,False,784621.0862,0.0,0.35,20
2,47,WATCH,False,678141.8518,,0.35,20
2,48,WATCH,False,653881.0984,,0.35,20
2,49,WATCH,False,693592.2957,0.0,0.35,20
2,50,WATCH,False,630860.3026,,0.35,20
2,51,WATCH,False,635511.002,0.0,0.35,20
2,52,WATCH,False,722154.0739,0.0,0.35,20
2,53,WATCH,False,739365.7476,0.0,0.35,20
2,54,WATCH,False,774689.4874,0.0,0.35,20
2,55,WATCH,False,853863.9309,0.0,0.35,20
2,56,WATCH,False,848618.205,,0.35,20
2,57,WATCH,False,836453.3591,,0.35,20
2,58,WATCH,False,831203.9494,,0.35,20
2,59,WATCH,False,784198.0201,,0.35,20
2,60,WATCH,False,728656.3887,,0.35,20
2,61,STABLE,False,675064.8933,,0.35,20
2,62,STABLE,False,630052.7105,,0.35,20
2,63,STABLE,False,636320.4123,0.0,0.35,20
2,64,STABLE,False,649007.2,0.0,0.35,20
2,65,STABLE,False,680738.8467,0.0,0.35,20
2,66,STABLE,False,732044.3147,0.0,0.35,20
2,67,STABLE,False,727408.2887,,0.35,20
2,68,STABLE,False,721004.0366,,0.35,20
2,69,STABLE,False,724577.4942,0.0,0.35,20
2,70,STABLE,False,711560.0701,,0.35,20
2,71,STABLE,False,740325.7925,0.0,0.35,20
2,72,STABLE,False,801655.7494,0.0,0.35,20
2,73,STABLE,False,846701.0291,0.0,0.35,20
2,74,STABLE,False,874067.9567,0.0,0.35,20
2,75,STABLE,False,851541.7259,,0.35,20
2,76,STABLE,False,802172.6032,,0.35,20
2,77,STABLE,False,768931.814,,0.35,20
2,78,STABLE,False,735693.7106,,0.35,20
2,79,STABLE,False,728904.2648,,0.35,20
2,80,STABLE,False,752996.355,0.0,0.35,20
2,81,STABLE,False,744957.2144,,0.35,20
2,82,WATCH,False,720585.6708,,0.35,20
2,83,WATCH,False,735246.3119,0.0,0.35,20
2,84,WATCH,False,750203.7604,0.0,0.35,20
2,85,WATCH,False,750801.6554,0.0,0.35,20
2,86,WATCH,False,750832.1669,0.0,0.35,20
2,87,WATCH,False,729560.2796,,0.35,20
2,88,WATCH,False,704831.2852,,0.35,20
2,89,WATCH,False,697223.1448,,0.35,20
2,90,WATCH,False,716567.8301,0.0,0.35,20
2,91,WATCH,False,758173.1082,0.0,0.35,20
2,92,WATCH,False,795192.5091,0.0,0.35,20
2,93,WATCH,False,809150.7818,0.0,0.35,20
2,94,WATCH,False,790399.1318,,0.35,20
2,95,WATCH,False,756064.2195,,0.35,20
2,96,WATCH,False,712262.2858,,0.35,20
2,97,WATCH,False,697304.9066,,0.35,20
2,98,WATCH,False,723149.0418,0.0,0.35,20
2,99,WATCH,False,730997.6183,0.0,0.35,20
2,100,STABLE,False,727651.6114,,0.35,20
2,101,STABLE,False,775057.5789,0.0,0.35,20
2,102,WATCH,False,804237.3196,0.0,0.35,20
2,103,STABLE,False,782887.5353,,0.35,20
2,104,WATCH,False,771803.6813,,0.35,20
2,105,WATCH,False,714070.0333,,0.35,20
2,106,STABLE,False,678259.6954,,0.35,20
2,107,WATCH,False,734969.0414,0.0,0.35,20
2,108,WATCH,False,797509.5988,0.0,0.35,20
2,109,WATCH,False,832169.9727,0.0,0.35,20
2,110,WATCH,False,822989.5038,,0.35,20
2,111,WATCH,False,770162.0366,,0.35,20
2,112,WATCH,False,725530.0705,,0.35,20
2,113,WATCH,False,682754.2436,,0.35,20
2,114,WATCH,False,707816.239,0.0,0.35,20
2,115,WATCH,False,804439.9722,0.0,0.35,20
2,116,WATCH,False,848615.8413,0.0,0.35,20
2,117,WATCH,False,827964.5713,,0.35,20
2,118,STABLE,False,768887.5938,,0.35,20
2,119,STABLE,False,710482.5779,,0.35,20
2,120,STABLE,False,701629.6384,,0.35,20
2,121,STABLE,False,676140.366,,0.35,20
2,122,STABLE,False,677621.9913,0.0,0.35,20
2,123,STABLE,False,694775.2828,0.0,0.35,20
2,124,WATCH,False,637408.1131,,0.35,20
2,125,WATCH,False,632508.9427,,0.35,20
2,126,STABLE,False,714297.9658,0.0,0.35,20
2,127,WATCH,False,744885.1076,0.0,0.35,20
2,128,STABLE,False,779577.334,0.0,0.35,20
2,129,STABLE,False,758276.2916,,0.35,20
2,130,STABLE,False,682138.719,,0.35,20
2,131,STABLE,False,656538.4004,,0.35,20
2,132,WATCH,False,647386.5448,,0.35,20
2,133,WATCH,False,690538.3848,0.0,0.35,20
2,134,WATCH,False,777051.6172,0.0,0.35,20
2,135,WATCH,False,743249.9952,,0.35,20
2,136,WATCH,False,669115.4815,,0.35,20
2,137,WATCH,False,678531.3731,0.0,0.35,20
2,138,WATCH,False,674361.9261,,0.35,20
2,139,WATCH,False,658961.6674,,0.35,20
2,140,WATCH,False,709011.4208,0.0,0.35,20
2,141,WATCH,False,753017.4225,0.0,0.35,20
2,142,WATCH,False,780073.7786,0.0,0.35,20
2,143,WATCH,False,840189.6203,0.0,0.35,20
2,144,WATCH,False,832798.181,,0.35,20
2,145,WATCH,False,781900.1403,,0.35,20
2,146,WATCH,False,740639.7416,,0.35,20
2,147,WATCH,False,731972.4134,,0.35,20
2,148,WATCH,False,723095.7186,,0.35,20
2,149,WATCH,False,706287.9868,,0.35,20
2,150,WATCH,False,720392.4095,0.0,0.35,20
2,151,WATCH,False,741656.7706,0.0,0.35,20
2,152,WATCH,False,754595.6152,0.0,0.35,20
2,153,WATCH,False,746981.7758,,0.35,20
3,1,STABLE,False,0.0,,0.0,100
3,2,STABLE,False,0.0,,0.0,100
3,3,STABLE,False,0.0,,0.0,100
3,4,STABLE,False,0.0,,0.0,100
3,5,STABLE,False,0.0,,0.0,100
3,6,STABLE,False,0.0,,0.0,100
3,7,STABLE,False,0.0,,0.0,100
3,8,STABLE,False,0.0,,0.0,100
3,9,STABLE,False,0.0,,0.0,100
3,10,STABLE,False,0.0,,0.0,100
3,11,STABLE,False,0.0,,0.0,100
3,12,STABLE,False,0.0,,0.0,100
3,13,STABLE,False,0.0,,0.0,100
3,14,STABLE,False,0.0,,0.0,100
3,15,STABLE,False,0.0,,0.0,100
3,16,STABLE,False,0.0,,0.0,100
3,17,STABLE,False,0.0,,0.0,100
3,18,STABLE,False,0.0,,0.0,100
3,19,STABLE,False,0.0,,0.0,100
3,20,STABLE,False,0.0,,0.0,100
3,21,STABLE,False,0.0,,0.0,100
3,22,STABLE,False,0.0,,0.0,100
3,23,STABLE,False,0.0,,0.0,100
3,24,STABLE,False,14.8193,,0.99,40
3,25,STABLE,False,25.0059,0.0,0.99,40
3,26,WATCH,False,42.9401,0.0,0.99,40
3,27,WATCH,False,32.3527,,0.99,40
3,28,WATCH,False,41.9363,0.0,0.99,40
3,29,WATCH,False,53.4922,0.0,0.99,40
3,30,WATCH,False,61.5159,0.0,0.99,40
3,31,WATCH,False,20.6999,,0.99,40
3,32,WATCH,False,886842.6529,0.0,0.35,20
3,33,WATCH,False,886180.2674,,0.35,20
3,34,WATCH,False,816590.1953,,0.35,20
3,35,WATCH,False,791929.5716,,0.35,20
3,36,WATCH,False,801309.5449,0.0,0.35,20
3,37,WATCH,False,776023.8283,,0.35,20
3,38,WATCH,False,777897.1983,0.0,0.35,20
3,39,WATCH,False,810965.6874,0.0,0.35,20
3,40,WATCH,False,816245.2308,0.0,0.35,20
3,41,WATCH,False,870105.3407,0.0,0.35,20
3,42,WATCH,False,963956.7316,0.0,0.35,20
3,43,WATCH,False,944512.2896,,0.35,20
3,44,STABLE,False,871609.4883,,0.35,20
3,45,WATCH,False,829503.7537,,0.35,20
3,46,WATCH,False,816833.5533,,0.35,20
3,47,WATCH,False,846370.5725,0.0,0.35,20
3,48,STABLE,False,888287.6507,0.0,0.35,20
3,49,STABLE,False,885658.4097,,0.35,20
3,50,STABLE,False,831456.8316,,0.35,20
3,51,STABLE,False,758148.2813,,0.35,20
3,52,STABLE,False,739202.5472,,0.35,20
3,53,STABLE,False,809475.2383,0.0,0.35,20
3,54,STABLE,False,860635.0509,0.0,0.35,20
3,55,STABLE,False,831790.2872,,0.35,20
3,56,STABLE,False,812366.2783,,0.35,20
3,57,WATCH,False,776741.1984,,0.35,20
3,58,WATCH,False,755864.6711,,0.35,20
3,59,WATCH,False,848216.1356,0.0,0.35,20
3,60,STABLE,False,932063.922,0.0,0.35,20
3,61,STABLE,False,902737.1248,,0.35,20
3,62,WATCH,False,809444.4087,,0.35,20
3,63,WATCH,False,702477.2123,,0.35,20
3,64,WATCH,False,630770.548,,0.35,20
3,65,WATCH,False,647111.6108,0.0,0.35,20
3,66,WATCH,False,754022.2856,0.0,0.35,20
3,67,WATCH,False,838678.0042,0.0,0.35,20
3,68,WATCH,False,874418.3736,0.0,0.35,20
3,69,WATCH,False,915064.4946,0.0,0.35,20
3,70,WATCH,False,888190.9782,,0.35,20
3,71,WATCH,False,841383.5186,,0.35,20
3,72,WATCH,False,823664.4202,,0.35,20
3,73,WATCH,False,763220.9375,,0.35,20
3,74,WATCH,False,743760.7526,,0.35,20
3,75,WATCH,False,825763.7139,0.0,0.35,20
3,76,WATCH,False,912799.8437,0.0,0.35,20
3,77,WATCH,False,898219.0739,,0.35,20
3,78,WATCH,False,856182.2276,,0.35,20
3,79,WATCH,False,797445.865,,0.35,20
3,80,WATCH,False,699654.2039,,0.35,20
3,81,WATCH,False,681478.2656,,0.35,20
3,82,WATCH,False,723211.7275,0.0,0.35,20
3,83,WATCH,False,754311.2472,0.0,0.35,20
3,84,WATCH,False,825154.0849,0.0,0.35,20
3,85,WATCH,False,872304.016,0.0,0.35,20
3,86,STABLE,False,880756.5497,0.0,0.35,20
3,87,WATCH,False,853866.0694,,0.35,20
3,88,STABLE,False,816719.9353,,0.35,20
3,89,WATCH,False,814495.021,,0.35,20
3,90,WATCH,False,829062.9258,0.0,0.35,20
3,91,WATCH,False,836729.7874,0.0,0.35,20
3,92,WATCH,False,782053.4833,,0.35,20
3,93,WATCH,False,751799.0851,,0.35,20
3,94,WATCH,False,814062.0777,0.0,0.35,20
3,95,WATCH,False,842132.9357,0.0,0.35,20
3,96,WATCH,False,855810.0417,0.0,0.35,20
3,97,WATCH,False,873651.2414,0.0,0.35,20
3,98,WATCH,False,841009.3912,,0.35,20
3,99,WATCH,False,875346.8481,0.0,0.35,20
3,100,WATCH,False,875333.3237,,0.35,20
3,101,WATCH,False,837116.731,,0.35,20
3,102,WATCH,False,820996.1249,,0.35,20
3,103,STABLE,False,797724.5929,,0.35,20
3,104,WATCH,False,807070.8224,0.0,0.35,20
3,105,STABLE,False,834483.6011,0.0,0.35,20
3,106,STABLE,False,795173.5383,,0.35,20
3,107,STABLE,False,733790.8078,,0.35,20
3,108,STABLE,False,718346.2338,,0.35,20
3,109,STABLE,False,797175.6071,0.0,0.35,20
3,110,STABLE,False,896533.8671,0.0,0.35,20
3,111,STABLE,False,929874.3059,0.0,0.35,20
3,112,STABLE,False,945995.3323,0.0,0.35,20
3,113,STABLE,False,880156.1072,,0.35,20
3,114,STABLE,False,811220.1645,,0.35,20
3,115,STABLE,False,802193.4514,,0.35,20
3,116,STABLE,False,798912.6406,,0.35,20
3,117,WATCH,False,805952.2689,0.0,0.35,20
3,118,WATCH,False,809426.7873,0.0,0.35,20
3,119,WATCH,False,822120.5057,0.0,0.35,20
3,120,WATCH,False,844006.3759,0.0,0.35,20
3,121,WATCH,False,850315.0426,0.0,0.35,20
3,122,WATCH,False,895711.6128,0.0,0.35,20
3,123,WATCH,False,879998.0261,,0.35,20
3,124,WATCH,False,813584.0055,,0.35,20
3,125,WATCH,False,816812.6924,0.0,0.35,20
3,126,WATCH,False,835429.4324,0.0,0.35,20
3,127,WATCH,False,880231.0201,0.0,0.35,20
3,128,WATCH,False,917225.9256,0.0,0.35,20
3,129,WATCH,False,892629.8679,,0.35,20
3,130,WATCH,False,837566.897,,0.35,20
3,131,WATCH,False,812222.0591,,0.35,20
3,132,WATCH,False,813334.5408,0.0,0.35,20
3,133,WATCH,False,829508.7968,0.0,0.35,20
3,134,WATCH,False,841858.5147,0.0,0.35,20
3,135,WATCH,False,810506.4604,,0.35,20
3,136,WATCH,False,801932.248,,0.35,20
3,137,WATCH,False,835901.6818,0.0,0.35,20
3,138,WATCH,False,764153.4672,,0.35,20
3,139,WATCH,False,699566.2404,,0.35,20
3,140,WATCH,False,729100.3811,0.0,0.35,20
3,141,WATCH,False,749964.0813,0.0,0.35,20
4,1,STABLE,False,0.0,,0.0,100
4,2,STABLE,False,0.0,,0.0,100
4,3,STABLE,False,0.0,,0.0,100
4,4,STABLE,False,0.0,,0.0,100
4,5,STABLE,False,0.0,,0.0,100
4,6,STABLE,False,0.0,,0.0,100
4,7,STABLE,False,0.0,,0.0,100
4,8,STABLE,False,0.0,,0.0,100
4,9,STABLE,False,0.0,,0.0,100
4,10,STABLE,False,0.0,,0.0,100
4,11,STABLE,False,0.0,,0.0,100
4,12,STABLE,False,0.0,,0.0,100
4,13,STABLE,False,0.0,,0.0,100
4,14,STABLE,False,0.0,,0.0,100
4,15,STABLE,False,0.0,,0.0,100
4,16,STABLE,False,0.0,,0.0,100
4,17,STABLE,False,0.0,,0.0,100
4,18,STABLE,False,0.0,,0.0,100
4,19,STABLE,False,0.0,,0.0,100
4,20,STABLE,False,0.0,,0.0,100
4,21,STABLE,False,0.0,,0.0,100
4,22,STABLE,False,0.0,,0.0,100
4,23,STABLE,False,0.0,,0.0,100
4,24,STABLE,False,11.329,,0.99,40
4,25,STABLE,False,18.9167,0.0,0.99,40
4,26,WATCH,False,12.0857,,0.99,40
4,27,WATCH,False,18.5036,0.0,0.99,40
4,28,WATCH,False,48.1017,0.0,0.99,40
4,29,WATCH,False,25.1974,,0.99,40
4,30,WATCH,False,22.7335,,0.99,40
4,31,WATCH,False,19.1317,,0.99,40
4,32,WATCH,False,963353.1023,0.0,0.35,20
4,33,WATCH,False,950106.8616,,0.35,20
4,34,WATCH,False,872892.5427,,0.35,20
4,35,WATCH,False,841804.7008,,0.35,20
4,36,WATCH,False,854733.9595,0.0,0.35,20
4,37,WATCH,False,831582.6205,,0.35,20
4,38,WATCH,False,831461.8621,,0.35,20
