t,file_name,drift,drift_smooth,state,state_num,drift_diff
59,2004.02.12.20.12.39,1.3067,1.112064,STABLE,0,0.02028399999999997
60,2004.02.12.20.22.39,1.5139,1.1282679999999998,STABLE,0,0.016203999999999885
61,2004.02.12.20.32.39,1.0796,1.126048,STABLE,0,-0.0022199999999998887
62,2004.02.12.20.42.39,1.2204,1.12702,STABLE,0,0.0009719999999999729
63,2004.02.12.20.52.39,1.0205,1.1243319999999999,STABLE,0,-0.0026880000000000237
64,2004.02.12.21.02.39,1.5187,1.14968,STABLE,0,0.025348000000000148
65,2004.02.12.21.12.39,1.0229,1.1503240000000001,STABLE,0,0.0006440000000000889
66,2004.02.12.21.22.39,1.4905,1.166192,STABLE,0,0.01586799999999977
67,2004.02.12.21.32.39,1.3036,1.184768,STABLE,0,0.018576000000000148
68,2004.02.12.21.42.39,1.4259,1.19972,STABLE,0,0.014951999999999854
69,2004.02.12.21.52.39,1.4606,1.2088759999999998,STABLE,0,0.009155999999999942
70,2004.02.12.22.02.39,1.516,1.22562,STABLE,0,0.016744000000000092
71,2004.02.12.22.12.39,1.4503,1.239736,STABLE,0,0.014116000000000017
72,2004.02.12.22.22.39,1.5609,1.271088,STABLE,0,0.031352000000000046
73,2004.02.12.22.32.39,1.6334,1.31106,STABLE,0,0.039971999999999897
74,2004.02.12.22.42.39,1.8554,1.34744,STABLE,0,0.03638000000000008
75,2004.02.12.22.52.39,1.5023,1.361096,STABLE,0,0.013656000000000112
76,2004.02.12.23.02.39,1.5479,1.373484,STABLE,0,0.012387999999999844
77,2004.02.12.23.12.39,1.7182,1.386952,STABLE,0,0.013468000000000035
78,2004.02.12.23.22.39,1.4292,1.398116,STABLE,0,0.011163999999999952
79,2004.02.12.23.32.39,1.7681,1.404616,STABLE,0,0.006500000000000172
80,2004.02.12.23.42.39,1.4853,1.4197400000000002,STABLE,0,0.015124000000000137
81,2004.02.12.23.52.39,0.9935,1.411756,STABLE,0,-0.007984000000000213
82,2004.02.13.00.02.39,1.5591,1.4247120000000002,STABLE,0,0.01295600000000019
83,2004.02.13.00.12.39,1.4875,1.4348159999999999,STABLE,0,0.010103999999999669
84,2004.02.13.00.22.39,1.571,1.4453880000000001,STABLE,0,0.010572000000000248
85,2004.02.13.00.32.39,1.8084,1.457168,STABLE,0,0.011779999999999902
86,2004.02.13.00.42.39,1.7894,1.4855600000000002,STABLE,0,0.028392000000000195
87,2004.02.13.00.52.39,1.3228,1.4896560000000003,STABLE,0,0.0040960000000000996
88,2004.02.13.01.02.39,1.6875,1.516336,STABLE,0,0.026679999999999593
89,2004.02.13.01.12.39,1.4815,1.514848,STABLE,0,-0.0014879999999999338
90,2004.02.13.01.22.39,1.137,1.519412,STABLE,0,0.0045640000000000125
91,2004.02.13.01.32.39,1.114,1.504352,STABLE,0,-0.015060000000000073
92,2004.02.13.01.42.39,1.1983,1.50014,STABLE,0,-0.0042119999999998825
93,2004.02.13.01.52.39,1.1598,1.489496,STABLE,0,-0.010644000000000098
94,2004.02.13.02.02.39,1.5488,1.4930239999999997,STABLE,0,0.0035279999999997536
95,2004.02.13.02.12.39,1.1476,1.478288,STABLE,0,-0.014735999999999638
96,2004.02.13.02.22.39,1.4398,1.477868,STABLE,0,-0.00042000000000008697
97,2004.02.13.02.32.39,1.445,1.473232,STABLE,0,-0.0046359999999998625
98,2004.02.13.02.42.39,1.8928,1.483608,STABLE,0,0.01037599999999994
99,2004.02.13.02.52.39,1.8639,1.483948,STABLE,0,0.00034000000000000696
100,2004.02.13.03.02.39,1.8879,1.499372,STABLE,0,0.015423999999999882
101,2004.02.13.03.12.39,1.5566,1.4997200000000002,STABLE,0,0.000348000000000237
102,2004.02.13.03.22.39,1.7059,1.499228,STABLE,0,-0.000492000000000159
103,2004.02.13.03.32.39,1.6176,1.506764,STABLE,0,0.007535999999999987
104,2004.02.13.03.42.39,1.9968,1.515912,STABLE,0,0.009147999999999934
105,2004.02.13.03.52.39,2.0211,1.537344,STABLE,0,0.021432000000000118
106,2004.02.13.04.02.39,2.0456,1.579428,STABLE,0,0.04208400000000001
107,2004.02.13.04.12.39,1.7447,1.5868520000000002,STABLE,0,0.007424000000000097
108,2004.02.13.04.22.39,1.6266,1.592416,STABLE,0,0.005563999999999902
109,2004.02.13.04.32.39,1.7223,1.5984679999999998,STABLE,0,0.006051999999999724
110,2004.02.13.04.42.39,1.5616,1.588596,STABLE,0,-0.009871999999999881
111,2004.02.13.04.52.39,1.6548,1.5832119999999998,STABLE,0,-0.005384000000000055
112,2004.02.13.05.02.39,1.2574,1.580596,STABLE,0,-0.0026159999999999517
113,2004.02.13.05.12.39,1.3744,1.568072,STABLE,0,-0.01252399999999998
114,2004.02.13.05.22.39,1.6267,1.57388,STABLE,0,0.005808000000000035
115,2004.02.13.05.32.39,1.8698,1.603192,STABLE,0,0.029312000000000005
116,2004.02.13.05.42.39,1.6556,1.624856,STABLE,0,0.021664000000000128
117,2004.02.13.05.52.39,1.337,1.630404,STABLE,0,0.005547999999999886
118,2004.02.13.06.02.39,1.2277,1.6331200000000001,STABLE,0,0.0027160000000001627
119,2004.02.13.06.12.39,1.7238,1.64012,STABLE,0,0.006999999999999895
120,2004.02.13.06.22.39,1.5014,1.654272,STABLE,0,0.014151999999999942
121,2004.02.13.06.32.39,1.9083,1.673012,STABLE,0,0.01873999999999998
122,2004.02.13.06.42.39,1.5161,1.675856,STABLE,0,0.0028440000000000687
123,2004.02.13.06.52.39,1.0462,1.641992,STABLE,0,-0.033864000000000116
124,2004.02.13.07.02.39,1.3451,1.62124,STABLE,0,-0.02075199999999988
125,2004.02.13.07.12.39,1.2335,1.595064,STABLE,0,-0.026175999999999977
126,2004.02.13.07.22.39,1.6478,1.598712,STABLE,0,0.0036479999999998736
127,2004.02.13.07.32.39,1.6776,1.59758,STABLE,0,-0.0011319999999999109
128,2004.02.13.07.42.39,1.6479,1.598792,STABLE,0,0.0012119999999999909
129,2004.02.13.07.52.39,1.5247,1.579908,STABLE,0,-0.0188839999999999
130,2004.02.13.08.02.39,1.7916,1.570728,STABLE,0,-0.009180000000000188
131,2004.02.13.08.12.39,1.8817,1.5641720000000001,STABLE,0,-0.006555999999999784
132,2004.02.13.08.22.39,1.5767,1.5574519999999998,STABLE,0,-0.006720000000000281
133,2004.02.13.08.32.39,1.4987,1.552336,STABLE,0,-0.005115999999999898
134,2004.02.13.08.42.39,1.2281,1.5325680000000004,STABLE,0,-0.019767999999999564
135,2004.02.13.08.52.39,1.33,1.523304,STABLE,0,-0.009264000000000383
136,2004.02.13.09.02.39,1.0458,1.4989440000000003,STABLE,0,-0.024359999999999715
137,2004.02.13.09.12.39,1.3008,1.5006799999999998,STABLE,0,0.0017359999999995157
138,2004.02.13.09.22.39,1.7148,1.5142959999999999,STABLE,0,0.013616000000000072
139,2004.02.13.09.32.39,1.7887,1.520776,STABLE,0,0.006480000000000041
140,2004.02.13.09.42.39,2.0971,1.5298680000000002,STABLE,0,0.009092000000000322
141,2004.02.13.09.52.39,2.0853,1.547056,STABLE,0,0.01718799999999976
142,2004.02.13.10.02.39,1.6832,1.5609039999999998,STABLE,0,0.01384799999999986
143,2004.02.13.10.12.39,1.5357,1.573224,STABLE,0,0.012320000000000109
144,2004.02.13.10.22.39,1.5847,1.5676600000000003,STABLE,0,-0.00556399999999968
145,2004.02.13.10.32.39,1.593,1.571324,STABLE,0,0.0036639999999996675
146,2004.02.13.10.42.39,1.6886,1.5625360000000001,STABLE,0,-0.008787999999999796
147,2004.02.13.10.52.39,1.7833,1.573224,STABLE,0,0.010687999999999809
148,2004.02.13.11.02.39,2.1351,1.6167799999999999,STABLE,0,0.04355599999999993
149,2004.02.13.11.12.39,1.828,1.636096,STABLE,0,0.01931600000000011
150,2004.02.13.11.22.39,1.8131,1.6592799999999999,STABLE,0,0.02318399999999987
151,2004.02.13.11.32.39,2.0048,1.6735600000000002,STABLE,0,0.014280000000000292
152,2004.02.13.11.42.39,1.3627,1.6609639999999999,STABLE,0,-0.012596000000000274
153,2004.02.13.11.52.39,1.557,1.657328,STABLE,0,-0.0036359999999999726
154,2004.02.13.12.02.39,1.5336,1.6576840000000002,STABLE,0,0.000356000000000245
155,2004.02.13.12.12.39,1.6831,1.653344,STABLE,0,-0.0043400000000002326
156,2004.02.13.12.22.39,1.6287,1.6432239999999998,STABLE,0,-0.010120000000000129
157,2004.02.13.12.32.39,1.495,1.639956,STABLE,0,-0.0032679999999998266
158,2004.02.13.12.42.39,1.7017,1.648076,STABLE,0,0.008120000000000127
159,2004.02.13.12.52.39,1.4133,1.655484,STABLE,0,0.007407999999999859
160,2004.02.13.13.02.39,1.2837,1.653632,STABLE,0,-0.0018519999999999648
161,2004.02.13.13.12.39,1.5786,1.6749440000000002,STABLE,0,0.02131200000000022
162,2004.02.13.13.22.39,1.6258,1.6879439999999999,STABLE,0,0.012999999999999678
163,2004.02.13.13.32.39,1.8456,1.693176,STABLE,0,0.0052320000000001254
164,2004.02.13.13.42.39,1.6029,1.685744,STABLE,0,-0.007432000000000105
165,2004.02.13.13.52.39,1.9677,1.6805679999999998,STABLE,0,-0.0051760000000000694
166,2004.02.13.14.02.39,1.7524,1.667252,STABLE,0,-0.013315999999999883
167,2004.02.13.14.12.39,1.7107,1.668352,STABLE,0,0.001100000000000101
168,2004.02.13.14.22.39,1.57,1.6697240000000002,STABLE,0,0.0013720000000001509
169,2004.02.13.14.32.39,1.7684,1.677072,STABLE,0,0.007347999999999688
170,2004.02.13.14.42.39,2.043,1.6950720000000001,STABLE,0,0.018000000000000238
171,2004.02.13.14.52.39,1.9181,1.7042519999999999,STABLE,0,0.009179999999999744
172,2004.02.13.15.02.39,1.6748,1.6999120000000003,STABLE,0,-0.004339999999999566
173,2004.02.13.15.12.39,1.9396,1.6920920000000002,STABLE,0,-0.00782000000000016
174,2004.02.13.15.22.39,2.1127,1.7034799999999999,STABLE,0,0.011387999999999732
175,2004.02.13.15.32.39,2.1802,1.7181639999999998,STABLE,0,0.01468399999999992
176,2004.02.13.15.42.39,2.3245,1.7309519999999998,STABLE,0,0.012788000000000022
177,2004.02.13.15.52.39,2.1302,1.761652,STABLE,0,0.03070000000000017
178,2004.02.13.16.02.39,2.233,1.7886920000000002,STABLE,0,0.027040000000000175
179,2004.02.13.16.12.39,2.346,1.821188,STABLE,0,0.03249599999999986
180,2004.02.13.16.22.39,2.4134,1.8504000000000003,STABLE,0,0.029212000000000238
181,2004.02.13.16.32.39,2.2153,1.8738640000000002,STABLE,0,0.02346399999999993
182,2004.02.13.16.42.39,1.9366,1.891528,STABLE,0,0.017663999999999902
183,2004.02.13.16.52.39,2.0173,1.904152,STABLE,0,0.012623999999999969
184,2004.02.13.17.02.39,1.8121,1.920104,STABLE,0,0.015951999999999966
185,2004.02.13.17.12.39,1.6805,1.935976,STABLE,0,0.015871999999999886
186,2004.02.13.17.22.39,1.804,1.944992,STABLE,0,0.009016000000000135
187,2004.02.13.17.32.39,1.5134,1.940496,STABLE,0,-0.0044960000000000555
188,2004.02.13.17.42.39,1.8005,1.938692,STABLE,0,-0.0018039999999999168
189,2004.02.13.17.52.39,2.028,1.955696,STABLE,0,0.01700400000000002
190,2004.02.13.18.02.39,2.1297,1.9621760000000001,STABLE,0,0.006480000000000041
191,2004.02.13.18.12.39,2.171,1.97892,STABLE,0,0.01674399999999987
192,2004.02.13.18.22.39,1.8003,1.9825039999999998,STABLE,0,0.0035839999999998096
193,2004.02.13.18.32.39,2.0969,2.00358,STABLE,0,0.021076000000000095
194,2004.02.13.18.42.39,2.2473,2.022736,STABLE,0,0.019156000000000173
195,2004.02.13.18.52.39,1.7566,2.0112799999999997,STABLE,0,-0.011456000000000355
196,2004.02.13.19.02.39,2.0241,2.0155200000000004,STABLE,0,0.004240000000000688
197,2004.02.13.19.12.39,1.6591,2.014892,STABLE,0,-0.000628000000000295
198,2004.02.13.19.22.39,1.543,1.999028,STABLE,0,-0.0158640000000001
199,2004.02.13.19.32.39,1.9205,1.99134,STABLE,0,-0.007687999999999917
200,2004.02.13.19.42.39,1.9235,1.9810720000000004,STABLE,0,-0.010267999999999722
201,2004.02.13.19.52.39,1.4729,1.947008,STABLE,0,-0.034064000000000316
202,2004.02.13.20.02.39,1.7553,1.932012,STABLE,0,-0.01499600000000001
203,2004.02.13.20.12.39,1.8406,1.916316,STABLE,0,-0.015696000000000154
204,2004.02.13.20.22.39,1.7002,1.890484,STABLE,0,-0.025831999999999855
205,2004.02.13.20.32.39,1.8404,1.8675639999999998,STABLE,0,-0.022920000000000273
206,2004.02.13.20.42.39,1.9591,1.8573160000000002,STABLE,0,-0.01024799999999959
207,2004.02.13.20.52.39,1.8657,1.8544800000000001,STABLE,0,-0.0028360000000000607
208,2004.02.13.21.02.39,2.2062,1.8620360000000002,STABLE,0,0.007556000000000118
209,2004.02.13.21.12.39,2.4,1.8855520000000001,STABLE,0,0.02351599999999987
210,2004.02.13.21.22.39,2.2253,1.907344,STABLE,0,0.02179199999999981
211,2004.02.13.21.32.39,1.8834,1.91052,STABLE,0,0.0031760000000000677
212,2004.02.13.21.42.39,1.7989,1.92194,STABLE,0,0.011419999999999986
213,2004.02.13.21.52.39,1.5867,1.9133879999999999,STABLE,0,-0.008552000000000115
214,2004.02.13.22.02.39,1.2045,1.8804480000000001,STABLE,0,-0.03293999999999975
215,2004.02.13.22.12.39,1.2801,1.846464,STABLE,0,-0.033984000000000014
216,2004.02.13.22.22.39,1.5375,1.8211240000000002,STABLE,0,-0.025339999999999918
217,2004.02.13.22.32.39,2.0837,1.8324600000000002,STABLE,0,0.011336000000000013
218,2004.02.13.22.42.39,1.7312,1.817832,STABLE,0,-0.014628000000000307
219,2004.02.13.22.52.39,1.9527,1.806048,STABLE,0,-0.011783999999999795
220,2004.02.13.23.02.39,1.9272,1.812872,STABLE,0,0.006823999999999941
221,2004.02.13.23.12.39,2.1198,1.8167,STABLE,0,0.0038279999999999426
222,2004.02.13.23.22.39,2.0027,1.830444,STABLE,0,0.013743999999999978
223,2004.02.13.23.32.39,1.7519,1.8388,STABLE,0,0.00835600000000003
224,2004.02.13.23.42.39,1.5594,1.8243559999999999,STABLE,0,-0.014444000000000123
225,2004.02.13.23.52.39,1.4323,1.804708,STABLE,0,-0.019647999999999888
226,2004.02.14.00.02.39,1.5455,1.807612,STABLE,0,0.0029040000000000177
227,2004.02.14.00.12.39,1.5047,1.7975880000000002,STABLE,0,-0.01002399999999981
228,2004.02.14.00.22.39,1.7223,1.7928559999999998,STABLE,0,-0.0047320000000004026
229,2004.02.14.00.32.39,1.8612,1.799296,STABLE,0,0.006440000000000223
230,2004.02.14.00.42.39,1.748,1.7956,STABLE,0,-0.0036959999999999216
231,2004.02.14.00.52.39,2.1296,1.80242,STABLE,0,0.006819999999999826
232,2004.02.14.01.02.39,2.0177,1.8085,STABLE,0,0.006080000000000085
233,2004.02.14.01.12.39,2.3722,1.8151399999999998,STABLE,0,0.006639999999999757
234,2004.02.14.01.22.39,2.3964,1.8149959999999998,STABLE,0,-0.00014399999999992197
235,2004.02.14.01.32.39,2.1115,1.810444,STABLE,0,-0.0045519999999998895
236,2004.02.14.01.42.39,2.2075,1.823408,STABLE,0,0.012963999999999976
237,2004.02.14.01.52.39,1.4693,1.810224,STABLE,0,-0.013183999999999862
238,2004.02.14.02.02.39,1.8423,1.820448,STABLE,0,0.01022400000000001
239,2004.02.14.02.12.39,1.8889,1.847824,STABLE,0,0.027375999999999845
240,2004.02.14.02.22.39,1.7514,1.866676,STABLE,0,0.01885200000000009
241,2004.02.14.02.32.39,1.8414,1.8788319999999998,STABLE,0,0.012155999999999834
242,2004.02.14.02.42.39,1.6851,1.862888,STABLE,0,-0.015943999999999736
243,2004.02.14.02.52.39,1.5872,1.857128,STABLE,0,-0.005760000000000209
244,2004.02.14.03.02.39,1.9162,1.855668,STABLE,0,-0.0014599999999997948
245,2004.02.14.03.12.39,2.2674,1.869276,STABLE,0,0.013607999999999842
246,2004.02.14.03.22.39,1.8754,1.8595,STABLE,0,-0.009776000000000007
247,2004.02.14.03.32.39,1.7169,1.8480679999999998,STABLE,0,-0.011432000000000109
248,2004.02.14.03.42.39,2.0975,1.861892,STABLE,0,0.01382400000000028
249,2004.02.14.03.52.39,1.7601,1.8699199999999998,STABLE,0,0.008027999999999702
250,2004.02.14.04.02.39,2.0776,1.8957319999999998,STABLE,0,0.025811999999999946
251,2004.02.14.04.12.39,2.3238,1.926864,STABLE,0,0.03113200000000016
252,2004.02.14.04.22.39,2.6161,1.97132,STABLE,0,0.04445600000000005
253,2004.02.14.04.32.39,2.1179,1.987144,STABLE,0,0.01582400000000006
254,2004.02.14.04.42.39,2.0387,1.994244,STABLE,0,0.007099999999999884
255,2004.02.14.04.52.39,1.8492,1.9982920000000002,STABLE,0,0.004048000000000274
256,2004.02.14.05.02.39,2.0663,1.99576,STABLE,0,-0.0025320000000002008
257,2004.02.14.05.12.39,2.1021,1.999136,STABLE,0,0.0033760000000000456
258,2004.02.14.05.22.39,2.2343,1.99362,STABLE,0,-0.005516000000000076
259,2004.02.14.05.32.39,2.1877,1.985272,STABLE,0,-0.008348000000000022
260,2004.02.14.05.42.39,1.8377,1.9743199999999999,STABLE,0,-0.010952000000000073
261,2004.02.14.05.52.39,1.941,1.96366,STABLE,0,-0.010659999999999892
262,2004.02.14.06.02.39,2.0736,1.987832,STABLE,0,0.024172000000000082
263,2004.02.14.06.12.39,1.878,1.9892599999999998,STABLE,0,0.0014279999999997628
264,2004.02.14.06.22.39,1.6421,1.979388,STABLE,0,-0.009871999999999881
265,2004.02.14.06.32.39,1.6625,1.975832,STABLE,0,-0.0035559999999998926
266,2004.02.14.06.42.39,1.5206,1.963,STABLE,0,-0.012831999999999955
267,2004.02.14.06.52.39,1.888,1.9711159999999999,STABLE,0,0.00811599999999979
268,2004.02.14.07.02.39,1.9208,1.98446,STABLE,0,0.013344000000000023
269,2004.02.14.07.12.39,1.5457,1.96964,STABLE,0,-0.014819999999999833
270,2004.02.14.07.22.39,1.734,1.948304,STABLE,0,-0.02133600000000002
271,2004.02.14.07.32.39,1.9934,1.953024,STABLE,0,0.0047200000000000575
272,2004.02.14.07.42.39,1.8259,1.9573840000000002,STABLE,0,0.0043600000000001415
273,2004.02.14.07.52.39,2.1527,1.9595919999999998,STABLE,0,0.0022079999999995437
274,2004.02.14.08.02.39,2.0839,1.972544,STABLE,0,0.012952000000000297
275,2004.02.14.08.12.39,1.7952,1.9612479999999999,STABLE,0,-0.011296000000000195
276,2004.02.14.08.22.39,1.9626,1.9468,STABLE,0,-0.014447999999999794
277,2004.02.14.08.32.39,1.8688,1.916908,STABLE,0,-0.02989200000000003
278,2004.02.14.08.42.39,2.1066,1.916456,STABLE,0,-0.000452000000000119
279,2004.02.14.08.52.39,2.1729,1.921824,STABLE,0,0.005368000000000039
280,2004.02.14.09.02.39,2.418,1.9445759999999999,STABLE,0,0.022751999999999883
281,2004.02.14.09.12.39,2.3218,1.954796,STABLE,0,0.010220000000000118
282,2004.02.14.09.22.39,1.998,1.950632,STABLE,0,-0.0041640000000000565
283,2004.02.14.09.32.39,1.7447,1.931048,STABLE,0,-0.019583999999999824
284,2004.02.14.09.42.39,1.4111,1.8999840000000001,STABLE,0,-0.03106399999999998
285,2004.02.14.09.52.39,1.7802,1.8976840000000001,STABLE,0,-0.0022999999999999687
286,2004.02.14.10.02.39,1.9227,1.896952,STABLE,0,-0.000732000000000177
287,2004.02.14.10.12.39,1.9127,1.890516,STABLE,0,-0.006435999999999886
288,2004.02.14.10.22.39,1.9558,1.8936279999999999,STABLE,0,0.0031119999999997816
289,2004.02.14.10.32.39,1.9821,1.9072280000000001,STABLE,0,0.013600000000000279
290,2004.02.14.10.42.39,2.2147,1.929316,STABLE,0,0.022087999999999886
291,2004.02.14.10.52.39,2.4961,1.9683359999999999,STABLE,0,0.03901999999999983
292,2004.02.14.11.02.39,1.9378,1.970328,STABLE,0,0.001992000000000216
293,2004.02.14.11.12.39,1.758,1.963816,STABLE,0,-0.006512000000000073
294,2004.02.14.11.22.39,1.6448,1.9677799999999999,STABLE,0,0.0039639999999998565
295,2004.02.14.11.32.39,1.8894,1.9739960000000003,STABLE,0,0.006216000000000443
296,2004.02.14.11.42.39,1.9263,1.9713120000000002,STABLE,0,-0.0026840000000001307
297,2004.02.14.11.52.39,1.9395,1.975856,STABLE,0,0.0045439999999998815
298,2004.02.14.12.02.39,1.3445,1.943528,STABLE,0,-0.032328000000000134
299,2004.02.14.12.12.39,1.671,1.927012,STABLE,0,-0.016515999999999975
300,2004.02.14.12.22.39,1.5148,1.915796,STABLE,0,-0.011215999999999893
301,2004.02.14.12.32.39,1.8423,1.910984,STABLE,0,-0.0048120000000000385
302,2004.02.14.12.42.39,1.7083,1.904564,STABLE,0,-0.006420000000000092
303,2004.02.14.12.52.39,1.9519,1.8983759999999998,STABLE,0,-0.006188000000000082
304,2004.02.14.13.02.39,1.8312,1.884708,STABLE,0,-0.013667999999999791
305,2004.02.14.13.12.39,1.743,1.8577080000000001,STABLE,0,-0.026999999999999913
306,2004.02.14.13.22.39,2.0982,1.8487639999999999,STABLE,0,-0.008944000000000285
307,2004.02.14.13.32.39,2.2394,1.8584199999999997,STABLE,0,0.009655999999999887
308,2004.02.14.13.42.39,2.2557,1.87886,STABLE,0,0.020440000000000236
309,2004.02.14.13.52.39,2.0309,1.903652,STABLE,0,0.024791999999999925
310,2004.02.14.14.02.39,2.4808,1.931676,STABLE,0,0.02802400000000005
311,2004.02.14.14.12.39,2.0828,1.93808,STABLE,0,0.006404000000000076
312,2004.02.14.14.22.39,1.9424,1.9392679999999998,STABLE,0,0.0011879999999997448
313,2004.02.14.14.32.39,2.3161,1.9536800000000003,STABLE,0,0.014412000000000535
314,2004.02.14.14.42.39,2.5588,1.976748,STABLE,0,0.023067999999999644
315,2004.02.14.14.52.39,2.2511,1.978204,STABLE,0,0.0014560000000001239
316,2004.02.14.15.02.39,1.7574,1.948656,STABLE,0,-0.02954800000000013
317,2004.02.14.15.12.39,1.9252,1.948152,STABLE,0,-0.0005039999999998379
318,2004.02.14.15.22.39,1.7936,1.9495760000000002,STABLE,0,0.0014240000000000919
319,2004.02.14.15.32.39,1.8904,1.9594,STABLE,0,0.009823999999999833
320,2004.02.14.15.42.39,2.1074,1.9681199999999999,STABLE,0,0.008719999999999839
321,2004.02.14.15.52.39,1.8603,1.9654800000000001,STABLE,0,-0.0026399999999997537
322,2004.02.14.16.02.39,1.8655,1.9625199999999998,STABLE,0,-0.0029600000000002957
323,2004.02.14.16.12.39,2.2139,1.997296,STABLE,0,0.03477600000000014
324,2004.02.14.16.22.39,2.1543,2.016628,STABLE,0,0.019331999999999905
325,2004.02.14.16.32.39,2.0901,2.03964,STABLE,0,0.023012000000000032
326,2004.02.14.16.42.39,1.9151,2.042552,STABLE,0,0.0029120000000002477
327,2004.02.14.16.52.39,2.1509,2.060256,STABLE,0,0.01770399999999972
328,2004.02.14.17.02.39,1.9279,2.0592960000000002,STABLE,0,-0.0009599999999996278
329,2004.02.14.17.12.39,1.8428,2.05976,STABLE,0,0.00046399999999957586
330,2004.02.14.17.22.39,2.1534,2.0761760000000002,STABLE,0,0.01641600000000043
